"spkid","full_name","pdes","name","pha","H","G","diameter","albedo","rot_per","epoch_mjd","e","a","q","i","om","w","ma","ad","moid","moid_jup","t_jup","class"
54053911,"       (2020 RA3)","2020 RA3",,N,22.00,,,,,59800,0.4322,2.145,1.218,7.92,22.50,309.24,226.73,3.07,0.237,2.34,3.57,AMO
54053913,"       (2020 RB3)","2020 RB3",,N,25.30,,,,,59103,0.5671,2.392,1.035,9.01,342.86,343.91,5.17,3.75,0.0358,1.63,3.28,AMO
54053915,"       (2020 RE3)","2020 RE3",,N,24.00,,,,,59800,0.4763,2.262,1.184,7.09,175.63,176.90,201.10,3.34,0.179,2.11,3.45,AMO
54053916,"       (2020 RF3)","2020 RF3",,N,28.50,,,,,59800,0.5551,0.9618,0.428,7.53,351.87,127.33,301.89,1.50,0.000504,3.61,6.12,ATE
54053917,"       (2020 RG3)","2020 RG3",,N,25.60,,,,,59103,0.5131,2.212,1.077,7.03,169.17,155.70,6.68,3.35,0.0788,2.04,3.46,AMO
54053918,"       (2020 RH3)","2020 RH3",,N,22.60,,,,,59800,0.4903,1.511,0.770,30.28,359.73,82.91,333.99,2.25,0.0587,3.48,4.26,APO
54053919,"       (2020 RJ3)","2020 RJ3",,N,23.40,,,,,59107,0.6075,2.004,0.787,10.04,356.34,78.10,338.96,3.22,0.0389,2.22,3.57,APO
54053920,"       (2020 RK3)","2020 RK3",,N,26.50,,,,,59104,0.6869,2.495,0.781,2.36,359.65,280.17,11.76,4.21,0.0117,0.989,3.09,APO
54053921,"       (2020 RL3)","2020 RL3",,N,24.80,,,,,59105,0.3106,1.459,1.006,7.46,181.13,121.50,24.00,1.91,0.0675,3.35,4.56,APO
54053922,"       (2020 RM3)","2020 RM3",,N,23.00,,,,,59800,0.4098,2.154,1.271,5.25,342.43,11.63,215.83,3.04,0.266,2.41,3.58,AMO
54053923,"       (2020 RN3)","2020 RN3",,N,23.51,,,,,59800,0.0951,1.242,1.124,21.65,169.00,190.07,131.89,1.36,0.119,3.83,5.09,AMO
54053924,"       (2020 RO3)","2020 RO3",,N,25.20,,,,,59800,0.0690,1.078,1.004,7.13,335.58,136.77,136.33,1.15,0.0322,3.86,5.73,APO
54053926,"       (2020 RP3)","2020 RP3",,N,25.60,,,,,59800,0.2927,1.532,1.083,3.52,194.14,174.65,351.13,1.98,0.0829,3.49,4.43,AMO
54053925,"       (2020 RQ3)","2020 RQ3",,N,25.10,,,,,59106,0.7956,2.171,0.444,8.53,351.52,110.31,344.25,3.90,0.0135,1.44,3.17,APO
54053927,"       (2020 RR3)","2020 RR3",,N,22.20,,,,,59800,0.1068,1.27,1.134,15.42,1.41,79.33,46.78,1.41,0.215,3.71,5.04,AMO
54053928,"       (2020 RS3)","2020 RS3",,N,22.90,,,,,59800,0.6051,0.8651,0.342,9.31,355.31,158.75,9.96,1.39,0.0559,3.61,6.66,ATE
54053929,"       (2020 RT3)","2020 RT3",,N,26.20,,,,,59800,0.2488,1.385,1.040,2.51,157.28,187.77,62.78,1.73,0.0326,3.66,4.75,AMO
54053930,"       (2020 RU3)","2020 RU3",,N,21.20,,,,,59800,0.2580,1.722,1.278,10.21,191.40,237.17,247.81,2.17,0.328,3.18,4.12,AMO
54053931,"       (2020 RV3)","2020 RV3",,N,24.40,,,,,59800,0.2138,1.481,1.165,13.52,173.04,189.79,13.02,1.80,0.162,3.65,4.53,AMO
54053932,"       (2020 RW3)","2020 RW3",,N,26.33,,,,,59106,0.5055,1.723,0.852,7.22,346.70,65.16,340.30,2.59,0.017,2.84,4,APO
54053933,"       (2020 RX3)","2020 RX3",,N,22.20,,,,,59800,0.5608,2.82,1.239,3.45,8.39,16.95,137.15,4.40,0.243,1.08,3.06,AMO
54053934,"       (2020 RY3)","2020 RY3",,N,22.00,,,,,59800,0.4761,2.373,1.243,9.63,3.82,297.84,203.31,3.50,0.278,1.87,3.36,AMO
54053935,"       (2020 RZ3)","2020 RZ3",,N,24.90,,,,,59107,0.6462,2.483,0.878,4.93,164.28,254.11,346.85,4.09,0.039,1.33,3.15,APO
54053936,"       (2020 RA4)","2020 RA4",,N,26.70,,,,,59800,0.5571,2.326,1.030,9.80,352.69,8.81,190.36,3.62,0.0288,1.85,3.33,AMO
54053937,"       (2020 RB4)","2020 RB4",,N,29.70,,,,,59800,0.0318,1.041,1.008,3.07,169.38,105.81,356.81,1.07,0.019,3.9,5.89,APO
54053938,"       (2020 RC4)","2020 RC4",,N,26.10,,,,,59105,0.5470,2.26,1.024,7.40,351.36,324.88,8.92,3.50,0.0499,1.86,3.4,AMO
54053939,"       (2020 RD4)","2020 RD4",,N,29.70,,,,,59800,0.3388,1.011,0.669,2.60,352.19,108.87,242.32,1.35,2.74e-05,3.79,5.97,APO
54053940,"       (2020 RE4)","2020 RE4",,N,27.90,,,,,59106,0.5693,1.404,0.605,1.90,338.60,271.85,35.01,2.20,0.00142,2.85,4.56,APO
54053941,"       (2020 RF4)","2020 RF4",,N,24.40,,,,,59106,0.6384,2.338,0.845,4.17,160.49,257.78,346.06,3.83,0.0299,1.57,3.25,APO
54053942,"       (2020 RN4)","2020 RN4",,N,24.30,,,,,59104,0.3578,1.769,1.136,28.97,345.34,323.43,18.43,2.40,0.179,3.06,3.89,AMO
54053943,"       (2020 RO4)","2020 RO4",,N,25.40,,,,,59104,0.6263,2.293,0.857,4.06,166.06,113.77,15.02,3.73,0.0164,1.47,3.3,APO
54053944,"       (2020 RP4)","2020 RP4",,N,23.60,,,,,59800,0.3513,1.669,1.082,7.57,6.57,38.63,292.53,2.25,0.112,3.18,4.17,AMO
54053945,"       (2020 RQ4)","2020 RQ4",,N,26.20,,,,,59104,0.3946,1.667,1.009,2.15,347.75,317.31,18.97,2.32,0.0187,2.94,4.16,APO
54053946,"       (2020 RR4)","2020 RR4",,N,25.90,,,,,59800,0.6577,2.666,0.913,4.35,157.77,138.14,167.29,4.42,0.0015,0.871,3.03,APO
54053947,"       (2020 RS4)","2020 RS4",,N,23.76,,,,,59800,0.4391,1.816,1.018,7.24,162.36,254.99,253.47,2.61,0.113,2.79,3.92,AMO
54053948,"       (2020 RT4)","2020 RT4",,N,25.40,,,,,59800,0.4374,1.788,1.006,10.19,353.36,335.25,294.54,2.57,0.0236,2.81,3.95,APO
54053949,"       (2020 RU4)","2020 RU4",,N,23.43,,,,,59800,0.3457,1.564,1.024,8.06,160.39,131.83,15.90,2.11,0.0654,3.12,4.34,AMO
54053950,"       (2020 RV4)","2020 RV4",,N,25.90,,,,,59105,0.5914,2.472,1.010,2.76,8.20,294.88,10.81,3.93,0.039,1.35,3.21,APO
54053951,"       (2020 RW4)","2020 RW4",,N,25.10,,,,,59800,0.4696,2.061,1.093,2.15,119.42,245.66,225.93,3.03,0.0976,2.43,3.63,AMO
54054268,"       (2020 RY4)","2020 RY4",,N,23.60,,,,,59800,0.5872,2.479,1.023,5.70,212.14,191.74,163.35,3.93,0.0348,1.49,3.21,AMO
54054269,"       (2020 RA5)","2020 RA5",,N,22.40,,,,,59800,0.5714,1.916,0.821,7.60,136.63,306.87,230.11,3.01,0.00868,2.29,3.7,APO
54054270,"       (2020 RB5)","2020 RB5",,N,21.60,,,,,59104,0.3809,1.236,0.765,15.59,170.42,353.95,187.33,1.71,0.227,3.27,5.08,APO
54054271,"       (2020 RC5)","2020 RC5",,N,21.80,,,,,59800,0.4180,2.099,1.221,5.25,51.85,243.73,253.64,2.98,0.224,2.27,3.63,AMO
54054272,"       (2020 RD5)","2020 RD5",,N,24.10,,,,,59107,0.5926,1.715,0.699,7.61,174.93,265.67,335.33,2.73,0.0141,2.59,3.95,APO
54054273,"       (2020 RE5)","2020 RE5",,N,29.09,,,,,59105,0.6622,2.265,0.765,0.31,332.26,308.23,13.29,3.77,0.00138,1.41,3.29,APO
54054274,"       (2020 RF5)","2020 RF5",,N,24.06,,,,,59800,0.1769,1.07,0.880,2.81,5.55,72.47,189.80,1.26,0.00566,3.91,5.76,APO
54054275,"       (2020 RG5)","2020 RG5",,N,23.80,,,,,59106,0.5049,2.347,1.162,4.07,16.25,292.47,13.57,3.53,0.163,1.79,3.37,AMO
54054277,"       (2020 RV5)","2020 RV5",,N,23.90,,,,,59800,0.5765,2.504,1.061,2.75,196.60,188.76,163.82,3.95,0.065,1.51,3.21,AMO
54054278,"       (2020 RW5)","2020 RW5",,N,23.30,,,,,59800,0.3301,1.789,1.199,3.45,129.91,245.73,273.23,2.38,0.208,3.09,4.01,AMO
54054279,"       (2020 RX5)","2020 RX5",,N,23.60,,,,,59800,0.2375,1.35,1.029,15.61,176.82,238.23,31.49,1.67,0.11,3.74,4.81,AMO
54054280,"       (2020 RY5)","2020 RY5",,N,19.06,,,,,59800,0.6892,2.454,0.763,21.17,142.35,336.56,128.52,4.15,0.173,1.14,3.05,APO
54054281,"       (2020 RZ5)","2020 RZ5",,N,20.77,,,,,59800,0.4638,2.168,1.162,19.95,151.03,275.20,192.96,3.17,0.383,2.55,3.48,AMO
54054282,"       (2020 RA6)","2020 RA6",,N,26.00,,,,,59800,0.6369,1.936,0.703,7.44,176.76,255.26,235.45,3.17,0.00337,2.21,3.62,APO
54054283,"       (2020 RB6)","2020 RB6",,N,25.30,,,,,59800,0.6158,1.661,0.638,16.78,357.51,90.78,292.49,2.68,0.0124,2.79,3.98,APO
54054313,"       (2020 RF6)","2020 RF6",,N,23.50,,,,,59107,0.3963,1.611,0.972,27.34,172.12,135.84,18.22,2.25,0.0461,3.26,4.14,APO
54054314,"       (2020 RG6)","2020 RG6",,N,23.75,,,,,59800,0.5747,0.9809,0.417,1.12,310.86,266.73,49.16,1.54,0.011,3.42,6.01,ATE
54054315,"       (2020 RH6)","2020 RH6",,N,24.92,,,,,59800,0.5411,2.211,1.015,6.30,359.14,15.18,202.13,3.41,0.0208,2.07,3.44,APO
54054316,"       (2020 RK6)","2020 RK6",,N,25.30,,,,,59109,0.4078,1.714,1.015,9.04,351.67,325.67,14.27,2.41,0.0434,2.93,4.07,APO
54054317,"       (2020 RL6)","2020 RL6",,N,21.50,,,,,59800,0.5167,2.216,1.071,34.12,167.65,265.70,181.99,3.36,0.401,3.01,3.27,AMO
54054318,"       (2020 RM6)","2020 RM6",,N,24.90,,,,,59800,0.6108,2.635,1.026,3.34,30.29,358.15,151.51,4.24,0.031,1.21,3.1,AMO
54054319,"       (2020 RN6)","2020 RN6",,N,25.10,,,,,59109,0.4772,1.687,0.882,3.20,10.06,284.28,21.32,2.49,0.0222,2.74,4.08,APO
54054320,"       (2020 RO6)","2020 RO6",,N,22.40,,,,,59800,0.4445,1.76,0.977,1.89,130.49,310.46,252.53,2.54,0.0193,2.73,4,APO
54054321,"       (2020 RP6)","2020 RP6",,N,24.80,,,,,59800,0.5338,2.185,1.018,3.69,12.44,5.66,204.92,3.35,0.0205,2.12,3.48,AMO
54054322,"       (2020 RQ6)","2020 RQ6",,N,27.50,,,,,59800,0.2156,1.141,0.895,6.48,356.35,70.91,148.33,1.39,0.00668,3.86,5.47,APO
54054323,"       (2020 RR6)","2020 RR6",,N,25.50,,,,,59106,0.4917,2.159,1.097,6.94,355.73,341.46,4.80,3.22,0.0952,2.19,3.52,AMO
54054324,"       (2020 RS6)","2020 RS6",,N,23.60,,,,,59800,0.5345,2.467,1.148,2.90,181.66,181.15,171.67,3.79,0.146,1.68,3.27,AMO
54054325,"       (2020 RT6)","2020 RT6",,N,23.90,,,,,59106,0.1691,1.301,1.081,24.72,342.82,73.45,307.05,1.52,0.186,3.76,4.89,AMO
54054326,"       (2020 RU6)","2020 RU6",,N,26.70,,,,,59106,0.3518,1.534,0.994,7.32,169.07,154.76,13.03,2.07,0.00939,3.28,4.4,APO
54054327,"       (2020 RV6)","2020 RV6",,N,24.80,,,,,59107,0.3623,0.8702,0.555,2.08,182.42,321.92,228.03,1.19,0.00597,3.82,6.74,ATE
54054328,"       (2020 RW6)","2020 RW6",,N,23.70,,,,,59108,0.3244,1.488,1.005,22.16,174.12,153.97,13.02,1.97,0.0241,3.46,4.43,APO
54054329,"       (2020 RX6)","2020 RX6",,N,25.40,,,,,59109,0.5239,2.143,1.020,8.18,350.41,334.75,7.71,3.27,0.0344,2.11,3.51,AMO
54054331,"       (2020 RY6)","2020 RY6",,N,25.26,,,,,59106,0.5559,2.42,1.075,12.97,351.11,324.56,9.04,3.77,0.109,1.66,3.25,AMO
54054330,"       (2020 RZ6)","2020 RZ6",,N,26.54,,,,,59800,0.4929,1.919,0.973,6.52,175.96,204.19,248.20,2.87,0.00131,2.6,3.76,APO
54054332,"       (2020 RA7)","2020 RA7",,N,27.00,,,,,59800,0.1968,0.9685,0.778,2.12,181.69,54.81,91.15,1.16,0.00813,3.82,6.22,ATE
54054333,"       (2020 RB7)","2020 RB7",,N,27.30,,,,,59800,0.6398,1.603,0.577,2.55,177.91,272.85,310.54,2.63,0.00178,2.62,4.1,APO
54054334,"       (2020 RC7)","2020 RC7",,N,25.90,,,,,59107,0.5676,2.398,1.037,8.20,171.75,194.34,356.78,3.76,0.0397,1.7,3.28,AMO
54054335,"       (2020 RD7)","2020 RD7",,N,26.20,,,,,59109,0.4895,2.013,1.027,0.98,188.23,140.57,7.75,3.00,0.0193,2.38,3.67,AMO
54054338,"       (2020 RF7)","2020 RF7",,N,23.20,,,,,59800,0.5107,2.639,1.291,10.53,195.09,165.18,156.42,3.99,0.293,1.5,3.18,AMO
54054354,"       (2020 RH7)","2020 RH7",,Y,20.17,,,,,59800,0.4397,1.518,0.851,43.85,3.83,128.57,276.10,2.19,0.0328,3.08,4.13,APO
54054355,"       (2020 RJ7)","2020 RJ7",,N,22.60,,,,,59105,0.4542,1.741,0.950,32.99,343.65,289.11,33.54,2.53,0.158,3.22,3.85,APO
54054356,"       (2020 RK7)","2020 RK7",,N,23.80,,,,,59800,0.4716,2.282,1.206,6.48,12.43,342.59,197.11,3.36,0.205,2.09,3.44,AMO
54054357,"       (2020 RL7)","2020 RL7",,N,24.40,,,,,59107,0.4572,2.105,1.142,3.40,43.36,288.24,8.21,3.07,0.145,2.32,3.6,AMO
54054358,"       (2020 RM7)","2020 RM7",,N,26.80,,,,,59105,0.5610,1.474,0.647,6.59,342.64,270.61,33.17,2.30,0.000795,2.79,4.41,APO
54054360,"       (2020 RQ7)","2020 RQ7",,N,22.90,,,,,59800,0.5189,2.619,1.260,8.59,144.74,245.05,150.16,3.98,0.303,1.57,3.19,AMO
54054361,"       (2020 RR7)","2020 RR7",,N,24.30,,,,,59109,0.4913,1.848,0.940,2.17,277.57,24.49,17.49,2.76,0.00992,2.51,3.85,APO
54054362,"       (2020 RS7)","2020 RS7",,N,25.50,,,,,59115,0.4524,1.857,1.017,8.99,358.08,333.83,10.36,2.70,0.0346,2.7,3.85,APO
54054363,"       (2020 RT7)","2020 RT7",,N,21.80,,,,,59107,0.9204,2.559,0.204,12.12,155.17,336.21,349.07,4.91,0.0879,0.487,2.57,APO
54054364,"       (2020 RU7)","2020 RU7",,N,25.30,,,,,59800,0.1337,1.085,0.940,10.92,354.52,81.68,174.99,1.23,0.0348,3.9,5.69,APO
54054365,"       (2020 RW7)","2020 RW7",,N,25.20,,,,,59800,0.3383,1.453,0.961,6.10,170.87,145.76,47.08,1.94,0.000167,3.37,4.57,APO
54054366,"       (2020 RX7)","2020 RX7",,N,25.30,,,,,59111,0.4344,1.885,1.066,5.27,340.71,39.30,351.83,2.70,0.0842,2.77,3.84,AMO
54054368,"       (2020 RY7)","2020 RY7",,N,26.70,,,,,59107,0.6816,1.74,0.554,0.97,336.78,117.09,336.65,2.93,0.00612,2.3,3.84,APO
54054369,"       (2020 RZ7)","2020 RZ7",,N,25.00,,,,,59108,0.3173,1.697,1.159,6.84,4.57,343.58,3.58,2.24,0.156,3.19,4.14,AMO
54054370,"       (2020 RA8)","2020 RA8",,N,24.20,,,,,59800,0.5753,2.552,1.084,3.86,46.70,343.01,158.96,4.02,0.092,1.43,3.18,AMO
54054371,"       (2020 RB8)","2020 RB8",,N,24.20,,,,,59800,0.3371,1.626,1.078,8.36,170.19,159.14,338.50,2.17,0.0784,3.2,4.24,AMO
54054372,"       (2020 RC8)","2020 RC8",,N,26.95,,,,,59107,0.6139,2.565,0.990,0.38,83.84,232.42,7.31,4.14,0.00353,1.2,3.14,APO
54054373,"       (2020 RD8)","2020 RD8",,N,23.33,,,,,59108,0.4874,2.499,1.281,7.63,141.99,210.36,1.93,3.72,0.283,1.74,3.28,AMO
54054374,"       (2020 RE8)","2020 RE8",,N,25.20,,,,,59107,0.4586,1.728,0.935,7.69,4.12,41.34,341.50,2.52,0.00682,2.92,4.03,APO
54054375,"       (2020 RF8)","2020 RF8",,N,25.67,,,,,59108,0.5954,2.291,0.927,4.52,146.50,146.25,14.33,3.66,0.00694,1.59,3.33,APO
54054377,"       (2020 RQ8)","2020 RQ8",,N,25.20,,,,,59800,0.5464,2.333,1.058,2.21,32.71,332.63,188.72,3.61,0.0597,1.85,3.35,AMO
54054402,"       (2020 RR8)","2020 RR8",,N,26.40,,,,,59800,0.0676,1.042,0.971,4.13,345.84,271.91,10.67,1.11,0.0181,3.88,5.89,APO
54054403,"       (2020 RS8)","2020 RS8",,N,24.70,,,,,59108,0.2127,1.282,1.009,11.95,349.12,85.44,302.53,1.55,0.142,3.69,5.01,APO
54054404,"       (2020 RT8)","2020 RT8",,N,24.40,,,,,59800,0.3261,0.9463,0.638,3.25,23.70,176.33,156.43,1.25,0.0486,3.7,6.3,ATE
54054409,"       (2020 RV8)","2020 RV8",,N,23.20,,,,,59800,0.5022,2.336,1.163,3.99,338.87,14.81,192.85,3.51,0.158,1.94,3.38,AMO
54054412,"       (2020 RE9)","2020 RE9",,N,23.90,,,,,59800,0.5124,2.471,1.205,6.53,20.39,337.71,174.76,3.74,0.207,1.72,3.28,AMO
54054414,"       (2020 RF9)","2020 RF9",,N,24.60,,,,,59108,0.4513,2.184,1.198,9.68,170.28,197.21,355.86,3.17,0.2,2.29,3.52,AMO
54054415,"       (2020 RG9)","2020 RG9",,N,21.80,,,,,59108,0.4652,1.979,1.058,10.22,57.54,220.52,34.24,2.90,0.09,2.29,3.7,AMO
54054443,"       (2020 RJ9)","2020 RJ9",,N,23.10,,,,,59800,0.4852,2.51,1.292,2.57,29.06,16.40,156.36,3.73,0.302,1.7,3.29,AMO
54054444,"       (2020 RK9)","2020 RK9",,N,22.30,,,,,59800,0.5586,2.244,0.991,21.29,357.80,54.80,184.52,3.50,0.123,2.33,3.33,APO
54054445,"       (2020 RL9)","2020 RL9",,N,24.20,,,,,59106,0.6218,3.294,1.246,3.22,4.23,3.07,356.68,5.34,0.244,0.179,2.82,AMO
54054449,"       (2020 RO9)","2020 RO9",,N,18.30,,,,,59800,0.5527,2.73,1.221,5.29,42.68,16.34,146.75,4.24,0.235,1.16,3.11,AMO
54054453,"       (2020 RP9)","2020 RP9",,N,24.20,,,,,59800,0.4083,1.473,0.871,6.76,168.08,264.18,341.87,2.07,0.0524,3.25,4.5,APO
54054458,"       (2020 RR9)","2020 RR9",,N,23.30,,,,,59108,0.3417,1.672,1.101,29.36,349.56,302.41,31.70,2.24,0.214,3.3,4.04,AMO
54054459,"       (2020 RS9)","2020 RS9",,N,23.90,,,,,59800,0.3378,0.9733,0.644,20.55,162.41,42.93,113.37,1.30,0.0958,3.68,6.11,ATE
54054460,"       (2020 RT9)","2020 RT9",,N,23.60,,,,,59106,0.4488,2.211,1.219,5.93,13.96,320.63,3.02,3.20,0.221,2.2,3.51,AMO
54054465,"       (2020 RU9)","2020 RU9",,N,23.40,,,,,59108,0.3653,1.066,0.677,16.96,359.17,153.38,224.62,1.46,0.214,3.54,5.69,APO
54054510,"       (2020 RZ9)","2020 RZ9",,N,21.20,,,,,59800,0.5774,2.668,1.128,25.02,19.61,53.67,137.42,4.21,0.261,1.9,3.01,AMO
54054537,"       (2020 RD10)","2020 RD10",,N,24.40,,,,,59800,0.5778,2.193,0.926,3.53,60.40,215.42,230.53,3.46,0.00443,1.7,3.43,APO
54054561,"       (2020 RE10)","2020 RE10",,N,25.80,,,,,59103,0.2700,1.395,1.018,28.32,345.47,37.85,339.87,1.77,0.0563,3.76,4.61,AMO
54054625,"       (2020 RG10)","2020 RG10",,N,28.80,,,,,59800,0.6157,2.298,0.883,1.42,169.01,131.29,207.07,3.71,0.000604,1.55,3.31,APO
54062098,"       (2020 RQ11)","2020 RQ11",,N,22.32,,,,,59800,0.5738,2.476,1.055,9.31,45.97,29.36,152.53,3.90,0.0918,1.48,3.22,AMO
54094703,"       (2020 RQ33)","2020 RQ33",,N,21.40,,,,,59800,0.4036,2.164,1.291,5.08,184.59,233.23,186.23,3.04,0.313,2.35,3.58,AMO
54120745,"       (2020 RA81)","2020 RA81",,N,19.84,,,,,59800,0.5671,2.878,1.246,20.41,171.33,274.19,110.40,4.51,0.463,1.81,2.96,AMO
54265624,"       (2020 RY129)","2020 RY129",,N,21.38,,,,,59800,0.4379,2.292,1.288,3.89,32.93,270.75,219.91,3.30,0.283,1.99,3.46,AMO
54054367,"       (2020 SA)","2020 SA",,N,24.30,,,,,59108,0.4195,1.405,0.816,11.44,175.08,266.17,317.56,1.99,0.0547,3.32,4.63,APO
54054405,"       (2020 SB)","2020 SB",,N,20.30,,,,,59800,0.3616,0.7257,0.463,5.75,292.61,249.81,185.99,0.99,0.0891,3.97,7.86,ATE
54054407,"       (2020 SC)","2020 SC",,N,26.70,,,,,59110,0.6766,1.612,0.521,5.21,355.03,256.92,25.09,2.70,0.00309,2.39,4.04,APO
54054408,"       (2020 SD)","2020 SD",,N,22.99,,,,,59800,0.6085,2.281,0.893,10.68,342.74,324.34,208.77,3.67,0.0264,1.69,3.31,APO
54054411,"       (2020 SF)","2020 SF",,N,24.60,,,,,59800,0.1618,1.281,1.074,23.17,178.53,217.87,79.12,1.49,0.101,3.85,4.96,AMO
54054413,"       (2020 SG)","2020 SG",,N,25.30,,,,,59109,0.5640,2.356,1.027,5.32,3.12,318.21,7.90,3.68,0.0524,1.68,3.31,AMO
54054416,"       (2020 SH)","2020 SH",,N,22.07,,,,,59126,0.6953,2.711,0.826,9.00,231.03,199.59,351.60,4.60,0.0832,0.767,2.94,APO
54054446,"       (2020 SL)","2020 SL",,N,22.80,,,,,59800,0.5051,2.175,1.076,5.51,238.13,89.22,221.80,3.27,0.119,2.15,3.5,AMO
54054447,"       (2020 SM)","2020 SM",,N,23.90,,,,,59112,0.4943,1.402,0.709,20.69,184.47,264.17,324.88,2.10,0.00418,3.35,4.55,APO
54054448,"       (2020 SN)","2020 SN",,N,24.80,,,,1.193,59800,0.3530,1.573,1.018,9.00,0.23,14.23,335.75,2.13,0.0222,3.34,4.32,AMO
54054451,"       (2020 SP)","2020 SP",,N,27.10,,,,,59800,0.0358,1.024,0.987,7.09,349.75,67.20,239.19,1.06,0.00231,3.95,5.96,APO
54054452,"       (2020 SQ)","2020 SQ",,N,27.26,,,,,59800,0.2109,1.052,0.830,3.85,177.01,277.04,191.34,1.27,0.00466,3.86,5.82,APO
54054454,"       (2020 SR)","2020 SR",,N,24.30,,,,,59109,0.7162,2.68,0.761,2.34,285.13,155.04,346.68,4.60,0.025,0.703,2.94,APO
54054455,"       (2020 SW)","2020 SW",,N,29.06,,,,0.0079039,59800,0.2111,0.9413,0.743,2.32,1.81,118.96,281.25,1.14,0.000186,3.91,6.36,ATE
54054456,"       (2020 SX)","2020 SX",,N,23.30,,,,,59800,0.4983,2.505,1.257,4.05,249.48,84.18,177.74,3.75,0.259,1.69,3.28,AMO
54054457,"       (2020 SY)","2020 SY",,N,21.80,,,,,59800,0.3851,2.032,1.249,35.37,185.18,214.49,216.35,2.81,0.301,2.79,3.5,AMO
54054461,"       (2020 SZ)","2020 SZ",,N,23.00,,,,,59800,0.5000,2.292,1.146,7.48,167.09,188.43,193.50,3.44,0.142,2.01,3.41,AMO
54054462,"       (2020 SA1)","2020 SA1",,N,25.90,,,,,59110,0.5536,1.604,0.716,6.92,0.10,271.56,26.69,2.49,0.0194,2.68,4.16,APO
54054463,"       (2020 SB1)","2020 SB1",,N,28.20,,,,,59800,0.3312,1.347,0.901,1.92,346.03,311.81,104.95,1.79,0.00359,3.42,4.82,APO
54054464,"       (2020 SC1)","2020 SC1",,N,21.18,,,,,59800,0.4633,2.294,1.231,5.05,281.64,152.96,171.18,3.36,0.251,1.96,3.44,AMO
54054466,"       (2020 SG1)","2020 SG1",,N,19.87,,,,,59800,0.5054,1.327,0.657,24.69,231.96,232.52,31.48,2.00,0.189,3.38,4.71,APO
54054519,"       (2020 SH1)","2020 SH1",,N,21.60,,,,,59110,0.1141,1.438,1.274,17.03,200.05,76.58,76.86,1.60,0.346,3.47,4.62,AMO
54054500,"       (2020 SK1)","2020 SK1",,N,21.03,,,,,59800,0.4985,2.401,1.204,4.32,335.55,54.10,178.80,3.60,0.219,1.89,3.34,AMO
54054501,"       (2020 SL1)","2020 SL1",,Y,17.50,,,,,59800,0.6380,2.516,0.911,13.76,275.20,331.88,232.22,4.12,0.0463,1.08,3.11,APO
54054502,"       (2020 SM1)","2020 SM1",,N,26.20,,,,,59800,0.2385,1.125,0.857,3.62,350.98,286.31,262.03,1.39,0.00288,3.71,5.53,APO
54054503,"       (2020 SN1)","2020 SN1",,N,22.90,,,,,59800,0.5897,2.373,0.974,4.65,247.50,60.54,198.35,3.77,0.0424,1.56,3.28,APO
54054504,"       (2020 SO1)","2020 SO1",,N,27.10,,,,,59800,0.3023,1.444,1.008,1.67,354.14,355.26,35.01,1.88,0.00248,3.54,4.61,APO
54054505,"       (2020 SP1)","2020 SP1",,N,23.10,,,,,59800,0.4529,1.335,0.730,6.69,323.25,300.62,123.93,1.94,0.0457,3.17,4.79,APO
54054506,"       (2020 SR1)","2020 SR1",,N,22.10,,,,,59800,0.3508,1.448,0.940,12.30,210.50,39.14,92.66,1.96,0.00464,3.09,4.56,APO
54054507,"       (2020 ST1)","2020 ST1",,Y,22.00,,,,2.879,59800,0.5773,2.453,1.037,7.97,232.84,180.43,161.99,3.87,0.0488,1.53,3.23,AMO
54054509,"       (2020 SW1)","2020 SW1",,N,23.10,,,,,59800,0.4420,2.213,1.235,7.69,213.83,178.39,193.69,3.19,0.241,2.26,3.51,AMO
54054511,"       (2020 SX1)","2020 SX1",,N,24.90,,,,,59111,0.5372,2.261,1.046,2.13,250.56,85.41,6.15,3.48,0.0523,1.94,3.41,AMO
54054512,"       (2020 SY1)","2020 SY1",,N,23.50,,,,,59800,0.5552,2.76,1.228,5.45,314.19,63.05,143.56,4.29,0.247,1.28,3.09,AMO
54054513,"       (2020 SZ1)","2020 SZ1",,N,25.70,,,,,59112,0.5485,2.259,1.020,4.49,193.35,138.65,6.61,3.50,0.0433,1.92,3.4,AMO
54054514,"       (2020 SA2)","2020 SA2",,N,28.10,,,,,59800,0.5719,2.02,0.865,15.98,356.12,306.91,249.82,3.18,0.00468,2.28,3.56,APO
54054515,"       (2020 SB2)","2020 SB2",,N,23.70,,,,,59118,0.4738,2.126,1.119,5.38,205.99,135.52,5.63,3.13,0.129,2.31,3.57,AMO
54054526,"       (2020 SH2)","2020 SH2",,Y,22.00,,,,,59800,0.3910,1.305,0.795,44.22,359.41,262.10,145.75,1.81,0.0473,3.64,4.65,APO
54054527,"       (2020 SJ2)","2020 SJ2",,N,26.70,,,,,59800,0.4371,1.644,0.925,7.24,357.08,45.49,304.69,2.36,0.00704,3.09,4.17,APO
54054528,"       (2020 SK2)","2020 SK2",,N,24.70,,,,,59800,0.3409,0.9347,0.616,22.15,179.29,312.81,290.12,1.25,0.054,3.81,6.3,ATE
54054529,"       (2020 SL2)","2020 SL2",,N,26.10,,,,,59110,0.6146,1.885,0.726,9.80,181.47,94.91,19.50,3.04,0.0305,2.22,3.7,APO
