"spkid","full_name","pdes","name","pha","H","G","diameter","albedo","rot_per","epoch_mjd","e","a","q","i","om","w","ma","ad","moid","moid_jup","t_jup","class"
54054530,"       (2020 SM2)","2020 SM2",,N,28.71,,,,,59800,0.2045,1.196,0.951,1.15,358.51,48.92,125.06,1.44,0.00106,3.88,5.29,APO
54054531,"       (2020 SN2)","2020 SN2",,N,24.47,,,,,59110,0.3622,1.573,1.003,6.70,335.08,73.25,337.57,2.14,0.0915,3.28,4.33,APO
54054532,"       (2020 SO2)","2020 SO2",,N,24.80,,,,,59800,0.4250,1.076,0.619,15.79,359.87,117.40,178.33,1.53,0.0463,3.6,5.63,APO
54054533,"       (2020 SP2)","2020 SP2",,N,24.20,,,,,59800,0.2461,1.383,1.043,11.98,345.35,52.94,30.83,1.72,0.102,3.74,4.74,AMO
54054534,"       (2020 SQ2)","2020 SQ2",,N,22.90,,,,,59800,0.4887,2.251,1.151,7.21,8.71,23.31,191.75,3.35,0.163,2.12,3.45,AMO
54054535,"       (2020 SR2)","2020 SR2",,N,26.80,,,,,59800,0.5346,2.188,1.018,2.11,338.10,23.35,208.44,3.36,0.0192,2.11,3.47,AMO
54054536,"       (2020 SS2)","2020 SS2",,N,22.70,,,,,59800,0.3405,1.498,0.988,12.08,195.81,237.76,327.66,2.01,0.0858,3.34,4.46,APO
54054538,"       (2020 ST2)","2020 ST2",,N,24.42,,,,,59107,0.5645,1.561,0.680,11.83,165.70,90.36,31.38,2.44,0.0176,2.72,4.22,APO
54054541,"       (2020 SV2)","2020 SV2",,N,25.70,,,,,59113,0.4734,2.046,1.078,10.10,358.74,5.63,358.63,3.02,0.0752,2.45,3.63,AMO
54054542,"       (2020 SW2)","2020 SW2",,N,20.75,,,,,59800,0.3698,1.725,1.087,18.99,354.36,294.20,345.01,2.36,0.212,3.04,4.03,AMO
54054543,"       (2020 SX2)","2020 SX2",,N,23.00,,,,,59800,0.4925,2.505,1.271,1.03,224.39,156.64,167.13,3.74,0.274,1.73,3.29,AMO
54054544,"       (2020 SY2)","2020 SY2",,N,23.30,,,,,59113,0.5669,2.256,0.977,4.42,173.28,243.66,346.57,3.53,0.0511,1.86,3.39,APO
54054560,"       (2020 SZ2)","2020 SZ2",,N,29.40,,,,,59800,0.4661,1.661,0.887,2.78,179.08,126.23,335.14,2.43,0.00245,2.84,4.13,APO
54054562,"       (2020 SA3)","2020 SA3",,N,25.40,,,,,59800,0.1743,0.9494,0.784,8.20,183.15,49.66,119.88,1.11,0.0224,3.86,6.31,ATE
54054563,"       (2020 SD3)","2020 SD3",,N,24.70,,,,,59114,0.2524,1.368,1.022,9.64,3.22,26.51,343.54,1.71,0.0387,3.74,4.78,AMO
54054565,"       (2020 SE3)","2020 SE3",,Y,21.00,,,,,59800,0.8494,2.544,0.383,11.86,326.39,262.75,181.07,4.70,0.0467,1.12,2.77,APO
54054566,"       (2020 SF3)","2020 SF3",,N,21.60,,,,,59800,0.5441,2.833,1.291,3.55,56.68,324.90,138.48,4.37,0.297,1.09,3.07,AMO
54054567,"       (2020 SG3)","2020 SG3",,N,25.10,,,,,59800,0.2469,1.24,0.934,2.82,296.46,139.12,79.82,1.55,0.000224,3.69,5.14,APO
54054568,"       (2020 SH3)","2020 SH3",,N,23.30,,,,,59800,0.5465,2.031,0.921,13.76,178.55,121.74,252.76,3.14,0.0566,2.29,3.58,APO
54054576,"       (2020 SK3)","2020 SK3",,N,25.10,,,,,59800,0.5959,2.554,1.032,9.33,354.61,6.70,165.09,4.08,0.0296,1.39,3.15,AMO
54054577,"       (2020 SL3)","2020 SL3",,N,25.40,,,,,59800,0.4974,2.145,1.078,6.81,359.24,347.87,218.64,3.21,0.0753,2.22,3.53,AMO
54054578,"       (2020 SM3)","2020 SM3",,N,23.00,,,,,59800,0.4537,2.128,1.163,6.14,352.11,347.84,227.03,3.09,0.156,2.32,3.58,AMO
54054579,"       (2020 SN3)","2020 SN3",,N,29.95,,,,,59800,0.1954,1.133,0.912,5.85,179.84,246.41,152.83,1.35,0.00438,3.88,5.5,APO
54054580,"       (2020 SO3)","2020 SO3",,N,27.20,,,,,59800,0.4319,1.669,0.948,3.94,353.83,326.69,328.07,2.39,0.00238,2.95,4.14,APO
54054581,"       (2020 SP3)","2020 SP3",,N,26.80,,,,,59115,0.5638,2.421,1.056,7.92,180.22,176.54,0.79,3.79,0.0524,1.67,3.27,AMO
54054582,"       (2020 SQ3)","2020 SQ3",,N,26.30,,,,,59800,0.0755,1.071,0.990,18.34,359.31,281.18,320.33,1.15,0.0442,3.89,5.72,APO
54054595,"       (2020 SS3)","2020 SS3",,N,28.47,,,,,59800,0.3779,0.9129,0.568,14.52,176.08,306.16,334.07,1.26,0.00158,3.83,6.45,ATE
54054594,"       (2020 ST3)","2020 ST3",,N,29.69,,,,,59800,0.2656,1.336,0.981,2.91,178.93,211.59,59.73,1.69,0.00473,3.75,4.87,APO
54054596,"       (2020 SV3)","2020 SV3",,N,22.40,,,,,59800,0.1426,1.417,1.215,17.21,11.77,46.98,1.24,1.62,0.256,3.65,4.66,AMO
54054597,"       (2020 SW3)","2020 SW3",,N,26.90,,,,,59115,0.3478,0.7774,0.507,4.68,356.60,180.65,184.89,1.05,0.0274,3.91,7.42,ATE
54054598,"       (2020 SX3)","2020 SX3",,N,24.20,,,,,59800,0.6487,2.654,0.933,2.51,209.83,198.25,146.98,4.38,0.0115,1.04,3.05,APO
54054599,"       (2020 SY3)","2020 SY3",,N,25.70,,,,,59800,0.3759,1.625,1.014,10.79,182.88,208.58,311.84,2.24,0.0404,3.22,4.22,APO
54054600,"       (2020 SZ3)","2020 SZ3",,N,25.00,,,,,59112,0.2476,1.418,1.067,26.65,357.57,28.14,342.92,1.77,0.0871,3.73,4.57,AMO
54054601,"       (2020 SB4)","2020 SB4",,N,23.80,,,,,59110,0.3903,1.672,1.019,30.53,357.72,307.72,21.58,2.32,0.124,3.26,4.01,AMO
54054602,"       (2020 SC4)","2020 SC4",,N,26.70,,,,,59111,0.5946,2.569,1.042,3.47,1.85,1.93,358.26,4.10,0.0388,1.37,3.15,AMO
54054603,"       (2020 SD4)","2020 SD4",,N,24.80,,,,,59114,0.4696,2.028,1.076,14.37,1.97,322.46,11.51,2.98,0.117,2.45,3.63,AMO
54054604,"       (2020 SE4)","2020 SE4",,N,20.50,,,,,59800,0.5476,2.32,1.050,17.43,71.09,301.33,189.47,3.59,0.183,2.13,3.31,AMO
54054605,"       (2020 SF4)","2020 SF4",,N,26.20,,,,,59800,0.2868,1.25,0.891,2.11,322.08,327.41,165.68,1.61,0.0173,3.55,5.1,APO
54054606,"       (2020 SG4)","2020 SG4",,N,26.50,,,,,59800,0.3587,1.658,1.064,3.61,351.24,5.95,316.59,2.25,0.0591,3.2,4.19,AMO
54054607,"       (2020 SH4)","2020 SH4",,N,27.40,,,,,59110,0.6699,1.947,0.643,4.71,180.67,265.58,340.04,3.25,0.00224,2.04,3.58,APO
54054608,"       (2020 SJ4)","2020 SJ4",,N,24.30,,,,,59800,0.2607,1.504,1.112,2.70,65.91,312.40,355.64,1.90,0.12,3.57,4.5,AMO
54054609,"       (2020 SK4)","2020 SK4",,N,30.38,,,,,59800,0.1697,1.04,0.864,0.69,189.44,78.05,349.45,1.22,0.00143,3.82,5.88,APO
54054610,"       (2020 SL4)","2020 SL4",,N,24.50,,,,,59114,0.5759,2.542,1.078,9.11,0.90,325.58,7.27,4.01,0.0996,1.41,3.17,AMO
54054611,"       (2020 SM4)","2020 SM4",,N,27.70,,,,,59115,0.2617,1.033,0.762,5.92,179.10,288.56,282.38,1.30,0.0167,3.81,5.89,APO
54054624,"       (2020 SN4)","2020 SN4",,N,26.60,,,,,59800,0.2277,0.9429,0.728,7.33,0.83,234.14,118.18,1.16,0.0136,3.83,6.34,ATE
54054626,"       (2020 SO4)","2020 SO4",,N,27.20,,,,,59116,0.4402,1.732,0.970,3.16,177.61,218.92,347.17,2.49,0.0114,2.94,4.04,APO
54054627,"       (2020 SP4)","2020 SP4",,Y,21.90,,,,,59800,0.6581,2.829,0.967,12.86,314.07,19.27,150.33,4.69,0.0215,0.808,2.92,APO
54054628,"       (2020 SQ4)","2020 SQ4",,N,28.91,,,,,59116,0.5939,2.087,0.848,1.18,179.05,239.15,346.59,3.33,0.00178,2.05,3.51,APO
54054629,"       (2020 SR4)","2020 SR4",,N,26.40,,,,,59800,0.3048,1.234,0.858,6.17,2.49,285.27,173.79,1.61,0.012,3.56,5.14,APO
54054630,"       (2020 SS4)","2020 SS4",,N,24.30,,,,,59800,0.5996,2.532,1.014,6.58,178.95,185.13,166.58,4.05,0.0119,1.41,3.16,APO
54054631,"       (2020 ST4)","2020 ST4",,N,27.10,,,,,59116,0.2521,1.39,1.039,10.10,177.89,186.55,358.41,1.74,0.0366,3.72,4.73,AMO
54054632,"       (2020 SU4)","2020 SU4",,N,23.90,,,,,59800,0.5163,2.044,0.989,7.94,13.25,14.33,223.40,3.10,0.000139,2.37,3.61,APO
54054633,"       (2020 SV4)","2020 SV4",,N,26.80,,,,,59116,0.5794,2.413,1.015,0.69,97.88,244.56,4.33,3.81,0.0123,1.61,3.27,APO
54054649,"       (2020 SY4)","2020 SY4",,N,27.38,,,,,59800,0.6137,1.875,0.724,0.57,195.31,244.93,242.98,3.03,0.00159,2.26,3.72,APO
54054650,"       (2020 SZ4)","2020 SZ4",,N,23.00,,,,,59115,0.3423,1.701,1.119,15.04,204.97,87.37,33.60,2.28,0.274,3.03,4.1,AMO
54054652,"       (2020 SA5)","2020 SA5",,N,25.30,,,,,59117,0.6916,2.528,0.780,1.94,160.83,133.90,10.87,4.28,0.0099,0.979,3.06,APO
54054651,"       (2020 SB5)","2020 SB5",,N,24.80,,,,,59117,0.3274,1.104,0.743,11.94,172.18,296.27,294.31,1.47,0.0733,3.67,5.56,APO
54054653,"       (2020 SC5)","2020 SC5",,N,25.70,,,,,59118,0.3267,1.142,0.769,1.39,89.92,180.80,56.70,1.52,0.0241,3.58,5.44,APO
54054654,"       (2020 SD5)","2020 SD5",,N,25.80,,,,,59117,0.4657,1.959,1.047,10.40,176.51,164.91,6.76,2.87,0.0489,2.56,3.72,AMO
54054655,"       (2020 SE5)","2020 SE5",,N,24.10,,,,,59118,0.2809,1.504,1.082,17.33,13.01,303.92,27.03,1.93,0.162,3.48,4.44,AMO
54054656,"       (2020 SF5)","2020 SF5",,N,25.90,,,,,59117,0.5284,2.168,1.023,5.68,14.91,346.18,0.69,3.31,0.0268,2.14,3.49,AMO
54054665,"       (2020 SK5)","2020 SK5",,N,23.00,,,,,59800,0.6353,2.688,0.980,2.83,156.06,168.56,159.24,4.40,0.00816,0.978,3.04,APO
54054666,"       (2020 SL5)","2020 SL5",,N,23.20,,,,,59800,0.2993,1.108,0.776,28.96,188.75,56.22,302.08,1.44,0.121,3.63,5.47,APO
54054667,"       (2020 SM5)","2020 SM5",,N,24.70,,,,,59122,0.1868,1.301,1.058,19.22,7.29,6.48,355.45,1.54,0.0578,3.9,4.93,AMO
54054668,"       (2020 SN5)","2020 SN5",,N,28.12,,,,,59800,0.4718,1.461,0.771,0.32,13.37,274.48,49.90,2.15,0.00118,3.04,4.5,APO
54054680,"       (2020 SO5)","2020 SO5",,N,26.10,,,,,59120,0.4919,1.906,0.969,0.75,58.38,267.70,12.10,2.84,0.0111,2.52,3.78,APO
54054682,"       (2020 SP5)","2020 SP5",,N,23.90,,,,,59119,0.5663,1.863,0.808,2.62,164.51,132.62,19.45,2.92,0.0119,2.33,3.78,APO
54054681,"       (2020 SQ5)","2020 SQ5",,N,26.40,,,,,59115,0.4571,1.673,0.908,9.50,0.89,310.07,17.83,2.44,0.00987,2.9,4.1,APO
54054683,"       (2020 SR5)","2020 SR5",,N,25.40,,,,,59119,0.5823,2.547,1.064,3.33,42.38,318.44,1.08,4.03,0.0722,1.43,3.18,AMO
54054684,"       (2020 SS5)","2020 SS5",,N,24.90,,,,,59800,0.5620,2.056,0.900,6.02,4.56,313.60,239.37,3.21,0.00385,2.14,3.56,APO
54054685,"       (2020 ST5)","2020 ST5",,N,23.30,,,,,59800,0.3496,1.813,1.179,7.33,338.28,71.30,256.29,2.45,0.227,2.99,3.97,AMO
54054686,"       (2020 SU5)","2020 SU5",,N,26.80,,,,,59117,0.5730,2.323,0.992,8.00,187.46,200.70,353.85,3.65,0.0114,1.8,3.33,APO
54054687,"       (2020 SV5)","2020 SV5",,N,26.20,,,,,59800,0.5317,0.7219,0.338,14.45,5.73,156.78,253.88,1.11,0.00586,3.87,7.82,ATE
54054688,"       (2020 SW5)","2020 SW5",,N,25.80,,,,,59136,0.5934,1.874,0.762,1.71,42.84,246.20,26.09,2.99,0.0019,2.23,3.74,APO
54054689,"       (2020 SX5)","2020 SX5",,N,25.60,,,,,59120,0.2810,1.399,1.006,6.18,21.28,303.40,23.25,1.79,0.0582,3.54,4.71,APO
54054690,"       (2020 SY5)","2020 SY5",,N,24.00,,,,,59800,0.5411,2.178,1.000,2.20,65.42,276.02,215.14,3.36,0.0368,2.06,3.48,APO
54054691,"       (2020 SB6)","2020 SB6",,N,26.00,,,,,59118,0.2966,1.363,0.959,6.16,356.71,310.75,30.56,1.77,0.0179,3.49,4.79,APO
54054692,"       (2020 SC6)","2020 SC6",,N,26.10,,,,,59800,0.1640,0.9241,0.773,11.28,359.49,169.53,236.45,1.08,0.0682,3.89,6.45,ATE
54054693,"       (2020 SD6)","2020 SD6",,N,26.00,,,,,59119,0.3380,1.575,1.043,8.87,176.68,180.07,3.44,2.11,0.0384,3.34,4.33,AMO
54054694,"       (2020 SF6)","2020 SF6",,N,26.10,,,,,59119,0.4072,1.726,1.023,11.89,185.02,163.35,6.62,2.43,0.031,3.02,4.04,AMO
54054695,"       (2020 SG6)","2020 SG6",,N,29.30,,,,,59800,0.3365,1.245,0.826,1.83,357.92,289.98,164.88,1.66,0.00143,3.5,5.1,APO
54054704,"       (2020 SH6)","2020 SH6",,N,24.80,,,,,59800,0.0731,1.102,1.021,1.70,23.62,276.45,281.76,1.18,0.0297,3.86,5.64,AMO
54054705,"       (2020 SJ6)","2020 SJ6",,N,24.88,,,,,59119,0.3286,1.527,1.025,22.19,6.83,11.04,354.52,2.03,0.028,3.45,4.36,AMO
54054706,"       (2020 SK6)","2020 SK6",,N,23.40,,,,,59119,0.3655,1.292,0.820,6.65,31.59,63.19,317.17,1.76,0.0131,3.44,4.95,APO
54054707,"       (2020 SL6)","2020 SL6",,N,27.89,,,,,59132,0.6712,2.671,0.878,1.45,11.98,301.77,11.22,4.46,0.00521,0.865,3.01,APO
54054708,"       (2020 SM6)","2020 SM6",,N,23.00,,,,,59122,0.3640,1.602,1.019,21.58,191.92,220.12,341.05,2.19,0.0796,3.3,4.21,AMO
54054709,"       (2020 SN6)","2020 SN6",,N,28.84,,,,,59800,0.2129,1.109,0.873,0.03,96.21,347.28,159.04,1.34,0.000464,3.83,5.6,APO
54054710,"       (2020 SP6)","2020 SP6",,N,26.40,,,,,59800,0.5586,2.262,0.999,3.51,355.85,353.36,200.69,3.53,0.00237,1.91,3.39,APO
54054711,"       (2020 SR6)","2020 SR6",,N,25.70,,,,,59800,0.2372,0.8764,0.668,1.20,233.66,279.00,327.18,1.08,0.0126,3.9,6.74,ATE
54054712,"       (2020 SS6)","2020 SS6",,N,23.30,,,,,59800,0.3044,1.064,0.740,13.14,196.28,50.14,337.30,1.39,0.106,3.64,5.73,APO
54054713,"       (2020 ST6)","2020 ST6",,N,24.50,,,,,59800,0.4913,1.942,0.988,12.73,191.71,143.25,256.67,2.90,0.0413,2.58,3.72,APO
54054714,"       (2020 SV6)","2020 SV6",,N,24.00,,,,,59800,0.1864,1.336,1.087,10.66,33.42,307.33,94.36,1.59,0.134,3.77,4.87,AMO
54054715,"       (2020 SW6)","2020 SW6",,N,28.80,,,,,59800,0.0885,1.096,0.999,2.64,189.98,203.70,200.58,1.19,0.00529,3.94,5.66,APO
54054724,"       (2020 SX6)","2020 SX6",,N,27.11,,,,,59800,0.2180,1.266,0.990,0.86,181.12,156.31,128.35,1.54,0.000447,3.79,5.07,APO
54054725,"       (2020 SY6)","2020 SY6",,N,24.30,,,,,59800,0.3177,1.435,0.979,20.67,0.57,314.33,57.93,1.89,0.0463,3.52,4.56,APO
54054726,"       (2020 SA7)","2020 SA7",,N,25.10,,,,,59800,0.3730,1.373,0.861,6.26,14.34,287.46,88.85,1.88,0.0201,3.37,4.74,APO
54054727,"       (2020 SB7)","2020 SB7",,N,24.70,,,,,59800,0.3431,1.73,1.136,2.38,329.25,26.24,299.67,2.32,0.132,3.12,4.09,AMO
54054728,"       (2020 SC7)","2020 SC7",,N,26.80,,,,,59121,0.2683,1.347,0.986,11.01,184.72,154.20,15.77,1.71,0.00405,3.7,4.83,APO
54054751,"       (2020 SJ7)","2020 SJ7",,N,20.10,,,,,59800,0.7461,1.612,0.409,11.99,242.62,6.66,7.23,2.81,0.182,2.23,3.95,APO
54057196,"       (2020 SR7)","2020 SR7",,N,22.20,,,,,59800,0.6808,2.271,0.725,5.84,244.16,224.79,173.22,3.82,0.0427,1.39,3.25,APO
54093101,"       (2020 SK18)","2020 SK18",,N,20.40,,,,,59800,0.4568,2.26,1.228,3.86,69.14,288.65,207.60,3.29,0.235,2.17,3.47,AMO
54054739,"       (2020 TA)","2020 TA",,N,25.50,,,,,59800,0.3700,1.371,0.864,12.43,8.31,299.83,83.90,1.88,0.000731,3.44,4.73,APO
54054738,"       (2020 TB)","2020 TB",,N,24.75,,,,,59127,0.3729,1.599,1.003,10.63,188.86,205.00,350.11,2.19,0.0247,3.25,4.27,APO
54054740,"       (2020 TC)","2020 TC",,N,24.20,,,,,59133,0.6306,1.418,0.524,7.96,356.80,268.98,36.01,2.31,0.0292,2.84,4.47,APO
54054745,"       (2020 TD)","2020 TD",,N,24.40,,,,,59800,0.6118,2.032,0.789,4.40,342.57,102.25,211.32,3.28,0.0205,2.02,3.55,APO
54054746,"       (2020 TE)","2020 TE",,N,24.70,,,,,59800,0.2330,1.33,1.020,10.68,6.67,345.07,83.27,1.64,0.0243,3.79,4.88,AMO
54054747,"       (2020 TF)","2020 TF",,Y,21.69,,,,,59800,0.3028,1.089,0.759,19.22,221.23,271.36,133.11,1.42,0.00378,3.72,5.6,APO
54054748,"       (2020 TG)","2020 TG",,N,25.60,,,,,59800,0.2126,1.025,0.807,3.56,342.37,138.82,194.44,1.24,0.0424,3.81,5.94,APO
54054749,"       (2020 TH)","2020 TH",,N,26.10,,,,,59800,0.5953,2.537,1.027,4.06,202.35,173.52,163.27,4.05,0.0296,1.43,3.17,AMO
54054750,"       (2020 TJ)","2020 TJ",,N,24.90,,,,,59800,0.3783,1.62,1.007,8.12,3.43,336.76,335.01,2.23,0.0218,3.18,4.23,APO
54054774,"       (2020 TK)","2020 TK",,N,24.80,,,,,59800,0.1520,0.9322,0.790,29.51,11.16,219.56,145.02,1.07,0.0308,3.91,6.31,ATE
54054775,"       (2020 TL)","2020 TL",,N,25.80,,,,,59130,0.5730,2.457,1.049,9.22,9.62,0.25,1.01,3.87,0.0485,1.6,3.23,AMO
54054776,"       (2020 TM)","2020 TM",,N,22.90,,,,,59800,0.3965,1.75,1.056,28.81,11.19,65.31,258.96,2.44,0.224,3.3,3.91,AMO
54054777,"       (2020 TN)","2020 TN",,N,26.70,,,,,59800,0.1941,1.126,0.907,15.52,194.60,254.17,139.14,1.34,0.0259,3.84,5.5,APO
54054778,"       (2020 TO)","2020 TO",,N,23.30,,,,,59800,0.3185,1.635,1.114,15.84,207.94,125.98,335.66,2.16,0.19,3.34,4.21,AMO
54054779,"       (2020 TP)","2020 TP",,N,23.70,,,,,59800,0.1953,1.326,1.067,20.88,15.83,347.14,80.29,1.58,0.0721,3.88,4.85,AMO
54054780,"       (2020 TQ)","2020 TQ",,N,26.80,,,,,59132,0.5695,2.376,1.023,4.92,196.55,166.21,3.29,3.73,0.0266,1.74,3.3,AMO
54054781,"       (2020 TR)","2020 TR",,N,24.70,,,,,59800,0.3317,1.528,1.021,7.96,185.58,184.18,352.12,2.04,0.0205,3.43,4.42,AMO
54055025,"       (2020 TS)","2020 TS",,N,24.70,,,,,59130,0.2498,1.291,0.968,32.65,11.53,50.89,330.33,1.61,0.0435,3.86,4.84,APO
54055026,"       (2020 TT)","2020 TT",,Y,21.70,,,,,59129,0.6983,1.788,0.539,5.89,311.01,297.11,27.54,3.04,0.0363,2.06,3.75,APO
54055027,"       (2020 TV)","2020 TV",,N,25.60,,,,,59130,0.5650,1.58,0.687,18.18,10.85,278.13,26.39,2.47,0.00221,2.96,4.16,APO
54055028,"       (2020 TW)","2020 TW",,N,27.60,,,,,59800,0.2892,1.377,0.979,0.15,290.55,52.73,65.27,1.78,0.000863,3.62,4.76,APO
54055029,"       (2020 TX)","2020 TX",,N,19.60,,,,,59800,0.4311,2.212,1.258,6.44,283.48,40.96,210.48,3.16,0.257,2.21,3.52,AMO
54055030,"       (2020 TY)","2020 TY",,N,24.50,,,,,59800,0.2179,1.089,0.852,17.70,12.31,107.85,141.64,1.33,0.0225,3.75,5.63,APO
54055031,"       (2020 TZ)","2020 TZ",,N,27.70,,,,,59800,0.5860,2.343,0.970,3.59,16.47,27.09,177.80,3.72,0.00505,1.72,3.31,APO
54055032,"       (2020 TA1)","2020 TA1",,N,25.80,,,,,59135,0.3534,1.585,1.025,9.53,194.11,199.14,354.46,2.15,0.0378,3.3,4.3,AMO
54055033,"       (2020 TB1)","2020 TB1",,N,26.70,,,,,59131,0.4306,1.639,0.933,1.02,11.32,309.13,22.04,2.34,0.00338,2.99,4.19,APO
54055034,"       (2020 TC1)","2020 TC1",,N,20.80,,,,,59800,0.2195,1.572,1.227,24.64,17.76,340.65,341.82,1.92,0.238,3.56,4.29,AMO
54055035,"       (2020 TD1)","2020 TD1",,N,24.80,,,,,59131,0.6470,2.602,0.918,0.48,174.37,146.79,10.01,4.28,0.000766,1.07,3.08,APO
54055036,"       (2020 TE1)","2020 TE1",,N,22.90,,,,,59131,0.6558,1.655,0.570,32.56,13.23,252.59,32.37,2.74,0.0947,3.02,3.86,APO
54055037,"       (2020 TF1)","2020 TF1",,N,25.20,,,,,59130,0.4000,1.653,0.992,3.90,352.01,69.64,340.59,2.31,0.0544,3.05,4.18,APO
54055039,"       (2020 TG1)","2020 TG1",,N,23.80,,,,,59800,0.5081,1.343,0.661,5.38,41.13,75.42,20.99,2.03,0.0221,3.1,4.75,APO
54055038,"       (2020 TH1)","2020 TH1",,N,24.80,,,,,59130,0.1146,1.183,1.048,26.25,195.96,245.77,306.05,1.32,0.114,3.82,5.25,AMO
54055040,"       (2020 TJ1)","2020 TJ1",,N,24.40,,,,,59131,0.2144,0.9074,0.713,29.91,195.64,337.67,208.92,1.10,0.0794,3.87,6.44,ATE
54055041,"       (2020 TK1)","2020 TK1",,N,23.00,,,,,59800,0.4164,1.48,0.864,12.67,199.46,234.28,337.56,2.10,0.00828,3.26,4.46,APO
54055058,"       (2020 TO1)","2020 TO1",,N,23.60,,,,,59800,0.2267,1.264,0.977,24.42,191.77,252.97,59.66,1.55,0.113,3.76,4.99,APO
54055059,"       (2020 TP1)","2020 TP1",,N,26.71,,,,,59800,0.6543,2.289,0.792,3.09,14.84,298.66,202.00,3.79,0.000229,1.54,3.27,APO
54055060,"       (2020 TQ1)","2020 TQ1",,N,24.20,,,,,59800,0.3839,1.664,1.025,0.31,120.63,232.74,315.47,2.30,0.0198,3.14,4.17,AMO
54055061,"       (2020 TR1)","2020 TR1",,N,27.10,,,,,59800,0.2932,1.216,0.860,9.13,17.01,70.55,89.05,1.57,0.00844,3.65,5.19,APO
54055062,"       (2020 TS1)","2020 TS1",,N,29.20,,,,,59800,0.1708,0.8873,0.736,3.02,18.09,144.80,294.10,1.04,0.00162,3.93,6.68,ATE
54055063,"       (2020 TT1)","2020 TT1",,N,27.00,,,,,59800,0.6380,2.404,0.870,4.40,20.03,305.90,186.32,3.94,0.00802,1.45,3.21,APO
54055064,"       (2020 TU1)","2020 TU1",,N,24.90,,,,,59800,0.4511,1.812,0.994,5.78,21.98,321.49,281.94,2.63,0.0329,2.8,3.92,APO
54055065,"       (2020 TV1)","2020 TV1",,N,21.50,,,,,59800,0.5293,2.484,1.169,15.83,339.12,356.65,175.61,3.80,0.16,1.6,3.22,AMO
54055066,"       (2020 TW1)","2020 TW1",,N,27.50,,,,,59800,0.1755,1.045,0.862,8.49,193.17,90.90,328.78,1.23,0.00681,3.86,5.85,APO
54055067,"       (2020 TX1)","2020 TX1",,N,26.00,,,,,59133,0.5723,2.368,1.013,2.99,201.27,206.77,352.91,3.72,0.0294,1.69,3.3,APO
54055071,"       (2020 TY1)","2020 TY1",,N,22.68,,,,,59800,0.5409,1.874,0.860,5.88,50.96,49.02,231.14,2.89,0.0033,2.33,3.78,APO
54055072,"       (2020 TZ1)","2020 TZ1",,N,24.20,,,,,59800,0.2590,1.436,1.064,4.36,19.92,51.24,349.33,1.81,0.0959,3.47,4.63,AMO
54055073,"       (2020 TA2)","2020 TA2",,N,23.60,,,,,59800,0.5290,2.359,1.111,10.84,194.60,160.44,185.96,3.61,0.119,1.88,3.33,AMO
54055074,"       (2020 TC2)","2020 TC2",,N,20.80,,,,,59800,0.3885,1.041,0.637,24.91,0.97,262.40,331.57,1.45,0.0507,3.77,5.75,APO
54055075,"       (2020 TD2)","2020 TD2",,N,25.50,,,,,59800,0.6684,2.483,0.823,6.06,199.93,118.46,178.31,4.14,0.0102,1.3,3.12,APO
54055076,"       (2020 TE2)","2020 TE2",,N,26.30,,,,,59800,0.2143,0.9865,0.775,1.58,349.10,139.56,224.06,1.20,0.0156,3.83,6.12,ATE
54055082,"       (2020 TH2)","2020 TH2",,N,24.10,,,,,59800,0.4024,1.824,1.090,4.52,56.79,296.21,277.44,2.56,0.112,2.89,3.93,AMO
54055083,"       (2020 TJ2)","2020 TJ2",,N,25.40,,,,,59132,0.6160,2.088,0.802,5.53,198.90,249.00,343.40,3.37,0.0135,1.92,3.48,APO
54055084,"       (2020 TK2)","2020 TK2",,N,25.40,,,,,59800,0.1875,1.082,0.879,7.98,14.78,275.14,289.01,1.28,0.0158,3.84,5.7,APO
54055085,"       (2020 TL2)","2020 TL2",,N,24.50,,,,,59800,0.2156,0.8663,0.679,19.64,14.55,193.00,256.20,1.05,0.0457,3.9,6.76,ATE
54055086,"       (2020 TM2)","2020 TM2",,N,21.03,,,,,59800,0.3437,1.788,1.174,30.06,214.78,244.65,229.31,2.40,0.335,3.23,3.86,AMO
54055087,"       (2020 TO2)","2020 TO2",,N,26.43,,,,,59800,0.4934,1.589,0.805,6.54,203.66,243.70,304.18,2.37,0.00302,2.9,4.23,APO
54055088,"       (2020 TP2)","2020 TP2",,N,23.30,,,,,59133,0.6773,2.41,0.778,2.85,136.65,322.89,342.76,4.04,0.0208,1.17,3.16,APO
54055089,"       (2020 TQ2)","2020 TQ2",,N,25.60,,,,,59800,0.3138,1.431,0.982,5.09,189.89,229.20,1.40,1.88,0.0357,3.47,4.63,APO
54055091,"       (2020 TR2)","2020 TR2",,N,24.00,,,,,59800,0.6648,2.53,0.848,5.60,46.42,41.81,150.22,4.21,0.014,1.1,3.09,APO
54055090,"       (2020 TS2)","2020 TS2",,N,18.90,,,,,59133,0.9497,2.509,0.126,20.14,134.06,73.80,13.42,4.89,0.202,1.49,2.48,APO
54055100,"       (2020 TT2)","2020 TT2",,N,25.90,,,,,59130,0.2448,1.413,1.067,8.13,187.99,177.74,4.74,1.76,0.0652,3.7,4.68,AMO
54055101,"       (2020 TU2)","2020 TU2",,N,24.10,,,,,59133,0.3784,1.542,0.958,22.19,197.99,220.39,341.26,2.13,0.0245,3.35,4.31,APO
