"spkid","full_name","name","prefix","epoch_mjd","a","e","i","om","w","ma","H","G","diameter","albedo","rot_per","q","moid"
54224430,"       (2021 WK2)",,,59546,1.673,0.3043,8.29,42.52,24.16,358.21,25.11,,,,,1.164,0.184
54224431,"       (2021 WL2)",,,59800,2.002,0.5111,1.71,88.64,5.64,79.94,27.04,,,,,0.979,0.00127
54224432,"       (2021 WM2)",,,59548,1.9,0.5625,2.32,46.91,81.92,343.20,25.99,,,,,0.831,0.0177
54224433,"       (2021 WN2)",,,59800,1.02,0.2711,0.28,43.96,125.95,171.07,26.72,,,,,0.744,0.00222
54224990,"       (2021 WO2)",,,59549,0.9593,0.5423,16.93,66.98,227.53,71.22,24.67,,,,,0.439,0.0324
54224991,"       (2021 WP2)",,,59800,1.495,0.3394,10.00,67.98,13.30,129.46,26.82,,,,,0.987,0.00882
54224992,"       (2021 WQ2)",,,59545,1.056,0.3178,6.27,208.43,86.12,86.41,23.32,,,,,0.721,0.00755
54224993,"       (2021 WR2)",,,59548,1.459,0.2485,23.74,256.82,112.77,39.89,23.93,,,,,1.096,0.23
54224994,"       (2021 WS2)",,,59800,1.909,0.4959,31.59,63.43,81.39,60.45,22.67,,,,,0.962,0.261
54224995,"       (2021 WT2)",,,59800,1.175,0.3734,14.18,62.97,266.03,248.16,24.13,,,,,0.736,0.0147
54224996,"       (2021 WU2)",,,59800,1.932,0.4787,3.66,62.21,8.56,91.50,27.59,,,,,1.007,0.0232
54224997,"       (2021 WV2)",,,59800,2.049,0.4944,9.60,250.92,213.59,72.26,24.39,,,,,1.036,0.084
54224998,"       (2021 WW2)",,,59547,2.267,0.5854,5.80,249.31,227.95,348.10,25.51,,,,,0.940,0.0298
54224999,"       (2021 WX2)",,,59545,1.756,0.5204,4.91,60.42,301.52,19.49,27.34,,,,,0.842,0.00436
54225001,"       (2021 WY2)",,,59547,2.47,0.8350,5.39,63.91,110.55,348.97,27.00,,,,,0.407,0.00601
54225000,"       (2021 WZ2)",,,59547,2.057,0.6021,2.49,43.29,86.40,345.05,26.15,,,,,0.818,0.0211
54225002,"       (2021 WA3)",,,59546,1.627,0.3822,8.06,249.12,208.91,346.17,26.70,,,,,1.005,0.0428
54225003,"       (2021 WB3)",,,59546,1.755,0.4877,4.36,52.79,322.25,16.94,26.51,,,,,0.899,0.00727
54225005,"       (2021 WC3)",,,59800,1.057,0.4233,0.23,58.38,118.04,169.37,28.61,,,,,0.610,0.000822
54225004,"       (2021 WD3)",,,59800,0.9899,0.1068,8.89,243.10,55.99,9.48,25.55,,,,,0.884,0.0442
54225006,"       (2021 WE3)",,,59800,0.8877,0.2510,21.43,62.18,231.23,45.66,25.18,,,,,0.665,0.000601
54225007,"       (2021 WF3)",,,59800,1.461,0.4514,0.85,73.52,62.45,113.70,29.42,,,,,0.801,0.000958
54225008,"       (2021 WG3)",,,59548,1.325,0.2945,25.89,246.42,133.36,25.94,26.56,,,,,0.935,0.0186
54225009,"       (2021 WH3)",,,59800,0.8793,0.3015,4.68,237.81,55.54,46.04,25.90,,,,,0.614,0.006
54225010,"       (2021 WJ3)",,,59800,1.32,0.2466,7.62,76.78,24.43,143.74,26.11,,,,,0.994,0.0251
54225012,"       (2021 WO3)",,,59800,1.08,0.0917,25.65,230.12,309.39,115.56,24.03,,,,,0.981,0.00209
54225013,"       (2021 WP3)",,,59800,2.228,0.5755,19.59,224.85,300.93,39.25,21.37,,,,,0.946,0.0973
54225014,"       (2021 WQ3)",,,59544,1.355,0.2919,8.26,90.91,249.45,49.30,23.80,,,,,0.959,0.0564
54225015,"       (2021 WR3)",,,59800,1.83,0.5776,33.18,219.39,332.37,35.56,19.69,,,,,0.773,0.192
54225016,"       (2021 WS3)",,,59547,2.274,0.5288,25.66,69.34,42.92,347.45,23.81,,,,,1.072,0.17
54225487,"       (2021 WV3)",,,59800,0.9242,0.3011,8.03,55.60,164.01,152.98,25.20,,,,,0.646,0.094
54225488,"       (2021 WW3)",,,59800,1.653,0.4151,6.38,75.67,27.96,102.52,26.96,,,,,0.967,0.0116
54225489,"       (2021 WX3)",,,59800,2.199,0.5144,7.86,40.57,124.72,46.40,20.50,,,,,1.068,0.124
54225490,"       (2021 WY3)",,,59800,1.379,0.6104,7.09,34.65,164.12,104.65,21.20,,,,,0.537,0.108
54225491,"       (2021 WZ3)",,,59549,1.692,0.4100,4.37,262.11,132.98,14.59,24.76,,,,,0.999,0.0441
54225493,"       (2021 WA4)",,,59547,1.514,0.2850,15.52,56.83,330.09,22.20,25.56,,,,,1.083,0.117
54225492,"       (2021 WB4)",,,59549,1.383,0.2617,27.08,250.22,144.62,21.53,23.69,,,,,1.021,0.0731
54225494,"       (2021 WC4)",,,59548,2.064,0.6085,3.53,244.17,244.12,346.44,28.25,,,,,0.808,0.00585
54225495,"       (2021 WD4)",,,59800,1.418,0.2270,19.58,70.24,34.52,119.40,23.06,,,,,1.096,0.142
54225496,"       (2021 WE4)",,,59547,1.408,0.3680,4.08,57.89,310.23,27.72,28.19,,,,,0.890,0.00124
54225497,"       (2021 WK4)",,,59800,1.664,0.4539,8.92,245.90,226.26,99.67,27.71,,,,,0.908,0.011
54225500,"       (2021 WL4)",,,59800,1.31,0.2130,18.46,246.54,203.57,149.35,23.98,,,,,1.031,0.0596
54225499,"       (2021 WM4)",,,59548,1.47,0.5160,11.49,67.10,279.53,28.34,27.65,,,,,0.711,0.00262
54225501,"       (2021 WN4)",,,59800,2.17,0.5325,8.20,75.21,352.48,77.62,24.98,,,,,1.015,0.0322
54225506,"       (2021 WP4)",,,59548,2.274,0.4811,6.25,359.87,359.96,11.35,20.19,,,,,1.180,0.176
54225507,"       (2021 WQ4)",,,59550,2.486,0.5817,2.26,240.85,191.56,359.16,25.95,,,,,1.040,0.0547
54225508,"       (2021 WR4)",,,59800,1.28,0.2515,0.40,61.57,39.21,151.84,30.43,,,,,0.958,0.00116
54225509,"       (2021 WS4)",,,59800,1.098,0.0989,2.76,67.24,349.54,224.78,30.66,,,,,0.989,0.00503
54225512,"       (2021 WT4)",,,59549,1.517,0.3505,7.46,247.90,210.01,346.00,26.71,,,,,0.986,0.0263
54225511,"       (2021 WU4)",,,59548,1.371,0.4803,29.23,245.44,275.25,321.13,24.88,,,,,0.713,0.00249
54225510,"       (2021 WV4)",,,59800,2.462,0.5364,12.57,276.97,213.73,42.64,21.80,,,,,1.141,0.188
54225706,"       (2021 WW4)",,,59545,2.4,0.5568,2.31,91.30,304.76,6.10,24.96,,,,,1.064,0.0783
54225707,"       (2021 WX4)",,,59800,1.636,0.2426,13.07,61.69,21.63,110.69,22.61,,,,,1.239,0.263
54225708,"       (2021 WY4)",,,59548,2.565,0.8796,12.14,282.00,0.59,12.37,20.77,,,,,0.309,0.184
54225709,"       (2021 WZ4)",,,59553,1.936,0.5955,0.92,71.50,73.01,341.51,24.76,,,,,0.783,0.00275
54225710,"       (2021 WA5)",,,59800,1.31,0.2731,3.39,256.89,214.76,140.90,27.29,,,,,0.952,0.003
54225711,"       (2021 WB5)",,,59547,1.721,0.4015,13.97,62.05,338.92,9.66,25.73,,,,,1.030,0.0575
54225712,"       (2021 WC5)",,,59548,1.794,0.4833,1.00,77.29,304.23,15.04,28.32,,,,,0.927,0.00579
54225713,"       (2021 WD5)",,,59800,1.331,0.1743,17.81,63.72,315.86,201.46,22.76,,,,,1.099,0.151
54225714,"       (2021 WE5)",,,59549,2.395,0.5736,4.81,249.51,174.87,0.81,27.42,,,,,1.021,0.0351
54225715,"       (2021 WF5)",,,59800,1.203,0.1580,15.19,246.91,168.02,196.95,27.14,,,,,1.013,0.0304
54225716,"       (2021 WS5)",,,59800,1.096,0.3302,28.98,73.03,124.66,121.34,23.42,,,,,0.734,0.172
54225718,"       (2021 WU5)",,,59800,2.867,0.5953,3.13,68.31,49.35,42.21,22.39,,,,,1.161,0.184
54225717,"       (2021 WV5)",,,59548,1.071,0.4482,1.85,240.40,56.90,81.54,24.61,,,,,0.591,0.00857
54225719,"       (2021 WZ5)",,,59800,1.109,0.1073,2.43,249.61,203.72,191.47,29.09,,,,,0.990,0.0114
54225721,"       (2021 WA6)",,,59552,2.098,0.5064,4.50,64.11,331.50,9.54,24.58,,,,,1.035,0.0546
54225723,"       (2021 WB6)",,,59800,2.973,0.6024,17.37,237.65,227.86,39.74,22.63,,,,,1.182,0.273
54225727,"       (2021 WC6)",,,59800,1.793,0.3318,7.43,241.27,196.25,100.12,23.63,,,,,1.198,0.217
54225728,"       (2021 WD6)",,,59800,1.07,0.1613,4.35,241.24,54.23,341.67,24.58,,,,,0.897,0.0273
54225729,"       (2021 WE6)",,,59550,2.508,0.6228,2.01,232.40,143.22,10.73,25.85,,,,,0.946,0.00516
54225730,"       (2021 WF6)",,,59550,1.316,0.1377,23.95,244.09,131.37,38.68,23.61,,,,,1.135,0.19
54225731,"       (2021 WG6)",,,59553,2.442,0.5685,1.19,289.56,126.52,3.06,25.08,,,,,1.054,0.0674
54225733,"       (2021 WH6)",,,59545,1.511,0.3655,18.08,55.40,279.89,48.11,23.54,,,,,0.959,0.159
54225734,"       (2021 WJ6)",,,59549,1.992,0.4970,6.62,244.58,154.55,8.61,26.64,,,,,1.002,0.0322
54225735,"       (2021 WK6)",,,59546,1.813,0.5120,9.18,62.02,305.94,17.94,26.47,,,,,0.885,0.0184
54226107,"       (2021 WM6)",,,59553,2.647,0.5601,26.92,76.33,286.15,19.99,21.46,,,,,1.164,0.398
54226111,"       (2021 WN6)",,,59800,1.309,0.1987,8.24,70.74,342.23,177.30,25.07,,,,,1.049,0.0687
54226112,"       (2021 WO6)",,,59549,1.096,0.3449,13.02,65.48,255.54,66.13,25.96,,,,,0.718,0.0352
54226113,"       (2021 WP6)",,,59551,1.454,0.7687,8.44,283.72,18.48,36.00,23.01,,,,,0.336,0.0939
54226117,"       (2021 WQ6)",,,59554,1.467,0.2835,21.02,74.53,51.71,333.76,23.91,,,,,1.051,0.144
54226118,"       (2021 WR6)",,,59550,1.582,0.2877,23.07,69.10,327.37,19.02,24.98,,,,,1.127,0.173
54226407,"       (2021 WU6)",,,59551,1.627,0.3256,33.85,254.30,62.12,80.92,21.55,,,,,1.097,0.222
54226419,"       (2021 WV6)",,,59549,2.471,0.5498,2.61,33.34,30.98,2.13,25.28,,,,,1.113,0.128
54228536,"       (2021 WX6)",,,59800,1.523,0.3759,20.52,284.58,57.94,193.48,21.10,,,,,0.951,0.0591
54239534,"       (2021 WC8)",,,59800,2.611,0.7026,17.80,318.83,240.86,31.75,19.81,,,,,0.777,0.000118
54225720,"       (2021 XB)",,,59550,2.602,0.7115,1.37,54.48,307.90,9.83,28.43,,,,,0.751,0.00525
54225722,"       (2021 XC)",,,59800,1.197,0.2282,9.50,254.54,228.67,152.77,26.29,,,,,0.924,0.00132
54225724,"       (2021 XD)",,,59800,2.539,0.5874,1.88,342.00,89.75,60.71,25.27,,,,,1.048,0.0714
54225725,"       (2021 XE)",,,59800,1.073,0.1089,3.17,253.62,229.46,178.34,28.79,,,,,0.956,0.00375
54225726,"       (2021 XF)",,,59800,0.8156,0.3215,4.37,249.55,327.14,213.70,28.35,,,,,0.553,0.0051
54225732,"       (2021 XG)",,,59800,0.9542,0.1741,3.73,258.49,292.10,161.34,27.93,,,,,0.788,0.00237
54226108,"       (2021 XK)",,,59800,1.049,0.0339,32.55,69.54,77.13,158.57,24.04,,,,,1.014,0.0426
54226109,"       (2021 XL)",,,59800,2.993,0.6798,0.30,259.83,148.04,50.70,28.79,,,,,0.958,0.00101
54226110,"       (2021 XM)",,,59550,0.7474,0.3632,8.58,66.19,199.86,146.23,27.20,,,,,0.476,0.000692
54226114,"       (2021 XS)",,,59553,1.114,0.7078,19.86,72.84,222.53,49.76,24.07,,,,,0.325,0.0521
54226115,"       (2021 XT)",,,59550,1.575,0.4087,24.92,62.62,315.03,20.96,24.62,,,,,0.931,0.0266
54226116,"       (2021 XU)",,,59550,2.653,0.6822,15.94,254.04,233.93,351.04,25.30,,,,,0.843,0.0154
54226120,"       (2021 XV)",,,59800,1.029,0.3195,7.14,248.00,78.35,302.29,30.10,,,,,0.700,0.000854
54226119,"       (2021 XW)",,,59550,1.583,0.2897,33.95,69.35,15.98,354.09,23.82,,,,,1.124,0.147
54226121,"       (2021 XX)",,,59550,2.297,0.5827,22.84,70.88,313.21,11.29,25.39,,,,,0.958,0.0774
54226122,"       (2021 XY)",,,59800,1.42,0.2488,3.85,19.73,68.79,139.11,23.24,,,,,1.067,0.105
54226123,"       (2021 XZ)",,,59800,0.8243,0.2988,6.43,248.58,34.96,91.53,28.21,,,,,0.578,0.00388
54226400,"       (2021 XA1)",,,59550,0.7228,0.4097,6.31,65.28,191.90,166.47,26.99,,,,,0.427,0.00908
54226401,"       (2021 XB1)",,,59800,1.664,0.4843,8.20,357.96,27.45,134.27,21.89,,,,,0.858,0.0659
54226402,"       (2021 XC1)",,,59549,2.738,0.5833,11.24,78.44,344.08,1.06,24.29,,,,,1.141,0.161
54226403,"       (2021 XD1)",,,59546,2.319,0.5439,1.49,167.81,267.46,357.62,26.07,,,,,1.058,0.0772
54226405,"       (2021 XE1)",,,59800,1.53,0.4707,14.06,65.65,299.38,154.44,24.06,,,,,0.810,0.0104
54226404,"       (2021 XF1)",,,59800,1.509,0.3928,0.50,86.28,27.32,114.19,29.54,,,,,0.916,0.00202
54226406,"       (2021 XG1)",,,59800,1.051,0.1079,8.17,57.52,283.43,304.13,27.38,,,,,0.938,0.0206
54226408,"       (2021 XH1)",,,59553,1.556,0.5062,8.32,75.08,278.13,28.31,25.79,,,,,0.768,0.0277
54226409,"       (2021 XJ1)",,,59551,1.351,0.2790,28.27,71.67,307.47,28.99,25.23,,,,,0.974,0.0734
54226410,"       (2021 XK1)",,,59800,1.078,0.2348,10.82,71.40,269.37,283.11,26.32,,,,,0.825,0.00106
54226411,"       (2021 XL1)",,,59547,2.413,0.5397,15.36,74.33,317.50,8.08,23.93,,,,,1.110,0.18
54226412,"       (2021 XM1)",,,59552,1.202,0.1465,24.02,251.38,112.76,53.28,25.45,,,,,1.026,0.121
54226413,"       (2021 XN1)",,,59553,1.956,0.5021,8.07,73.54,331.78,7.99,26.74,,,,,0.974,0.0189
54226414,"       (2021 XO1)",,,59800,2.353,0.7926,23.90,67.16,159.37,30.44,18.20,,,,,0.488,0.355
54226415,"       (2021 XQ1)",,,59551,1.154,0.5868,7.76,247.15,67.22,45.24,27.76,,,,,0.477,0.00138
54226416,"       (2021 XT1)",,,59800,1.634,0.3921,0.48,185.00,263.93,110.09,28.60,,,,,0.994,0.0139
54226417,"       (2021 XU1)",,,59551,1.415,0.3220,13.38,243.43,132.39,29.42,25.03,,,,,0.960,0.042
54226418,"       (2021 XV1)",,,59552,2.142,0.6821,5.70,249.30,263.53,346.18,22.92,,,,,0.681,0.0123
54226787,"       (2021 XW1)",,,59552,1.979,0.6382,4.21,96.63,256.47,19.10,23.60,,,,,0.716,0.000277
54226786,"       (2021 XX1)",,,59800,1.057,0.2433,7.35,253.07,82.70,292.41,27.82,,,,,0.800,0.0185
54226788,"       (2021 XY1)",,,59553,1.318,0.1794,18.63,74.61,20.83,343.22,24.98,,,,,1.081,0.106
54226789,"       (2021 XZ1)",,,59552,1.719,0.3296,26.90,75.99,310.65,21.88,23.61,,,,,1.152,0.249
54226790,"       (2021 XA2)",,,59552,1.343,0.1628,30.77,68.85,349.11,6.44,23.94,,,,,1.125,0.141
54226792,"       (2021 XB2)",,,59800,0.896,0.5376,10.85,317.20,281.53,146.82,22.02,,,,,0.414,0.0864
54226791,"       (2021 XC2)",,,59800,1.689,0.4655,3.39,74.22,41.58,96.15,29.77,,,,,0.903,0.000692
54226793,"       (2021 XD2)",,,59800,1.184,0.2422,7.15,76.24,61.15,146.98,27.30,,,,,0.898,0.00826
54226795,"       (2021 XE2)",,,59800,1.462,0.3829,1.24,232.30,147.19,161.33,28.03,,,,,0.903,0.00478
54226796,"       (2021 XG2)",,,59800,1.515,0.4099,14.18,75.82,301.80,152.62,21.93,,,,,0.894,0.0343
54226794,"       (2021 XH2)",,,59800,2.219,0.6794,17.77,311.24,215.06,55.63,19.82,,,,,0.711,0.151
54226798,"       (2021 XK2)",,,59552,1.459,0.3038,11.55,243.65,160.41,13.66,25.67,,,,,1.016,0.0392
54226797,"       (2021 XL2)",,,59800,1.805,0.3988,6.43,82.24,1.69,93.69,24.06,,,,,1.085,0.102
54226799,"       (2021 XM2)",,,59552,1.343,0.3033,36.56,71.13,45.22,336.04,26.02,,,,,0.936,0.0182
54226800,"       (2021 XN2)",,,59800,1.792,0.4536,6.74,253.45,196.93,95.34,27.36,,,,,0.979,0.00695
54228537,"       (2021 XO2)",,,59800,1.783,0.5418,8.87,71.90,297.39,120.63,25.42,,,,,0.817,0.00869
54228538,"       (2021 XP2)",,,59800,1.78,0.4458,7.98,253.51,176.50,103.62,25.56,,,,,0.987,0.00289
54228539,"       (2021 XQ2)",,,59553,2.482,0.6964,2.78,104.45,37.99,348.48,25.42,,,,,0.753,0.0213
54228540,"       (2021 XT2)",,,59556,1.889,0.5685,12.31,100.46,60.29,338.37,22.45,,,,,0.815,0.00698
54228542,"       (2021 XU2)",,,59800,1.686,0.4247,29.05,232.47,193.71,97.65,19.82,,,,,0.970,0.0102
54228541,"       (2021 XV2)",,,59551,1.223,0.0378,26.13,58.18,19.98,355.43,23.80,,,,,1.177,0.191
54228543,"       (2021 XW2)",,,59552,2.211,0.6335,6.63,334.74,6.87,18.76,23.12,,,,,0.810,0.0944
54228544,"       (2021 XX2)",,,59800,1.465,0.3424,5.02,76.80,26.85,122.45,28.56,,,,,0.964,0.00462
54228545,"       (2021 XY2)",,,59556,1.343,0.5331,14.94,67.43,269.56,40.21,24.28,,,,,0.627,0.00905
54228546,"       (2021 XZ2)",,,59554,2.282,0.7014,6.64,88.15,64.84,346.47,26.14,,,,,0.681,0.0203
54228547,"       (2021 XA3)",,,59555,2.069,0.5083,9.32,78.59,347.96,2.28,26.46,,,,,1.017,0.0373
54228548,"       (2021 XB3)",,,59553,1.506,0.6800,18.66,69.87,239.66,31.53,22.66,,,,,0.482,0.0769
54228549,"       (2021 XC3)",,,59557,2.504,0.5979,7.09,236.92,168.01,6.77,25.37,,,,,1.007,0.0229
54228587,"       (2021 XD3)",,,59800,2.236,0.5277,7.73,86.94,346.40,72.44,24.72,,,,,1.056,0.0767
54228588,"       (2021 XE3)",,,59800,1.799,0.4616,2.20,88.86,9.80,91.78,27.21,,,,,0.969,0.00467
54228589,"       (2021 XF3)",,,59556,1.366,0.2494,7.27,91.17,309.44,20.98,24.94,,,,,1.025,0.08
54228590,"       (2021 XG3)",,,59555,2.877,0.6476,1.77,201.07,229.89,0.68,26.23,,,,,1.014,0.0361
54228591,"       (2021 XH3)",,,59800,0.9297,0.1390,4.25,268.80,32.37,30.72,25.06,,,,,0.800,0.0276
54228649,"       (2021 XJ3)",,,59800,1.657,0.3784,4.42,103.51,353.91,103.64,26.22,,,,,1.030,0.0482
54228650,"       (2021 XK3)",,,59556,1.743,0.4793,8.86,248.52,138.51,16.41,27.22,,,,,0.908,0.00101
54228651,"       (2021 XL3)",,,59557,1.877,0.4780,7.79,73.30,345.40,6.13,26.10,,,,,0.980,0.00379
54228653,"       (2021 XM3)",,,59800,1.171,0.1635,22.67,258.83,206.93,168.94,23.62,,,,,0.979,0.0107
54228652,"       (2021 XN3)",,,59800,1.33,0.4087,12.55,71.08,290.01,191.56,23.46,,,,,0.787,0.00657
54228654,"       (2021 XO3)",,,59555,0.7247,0.4836,4.94,110.13,149.30,166.15,24.85,,,,,0.374,0.00702
54228655,"       (2021 XP3)",,,59554,0.7952,0.3912,3.01,232.07,51.10,117.91,25.71,,,,,0.484,0.0134
54228656,"       (2021 XQ3)",,,59555,2.567,0.7257,4.57,93.11,264.11,10.98,24.71,,,,,0.704,0.0134
54228657,"       (2021 XT3)",,,59554,1.831,0.4570,6.75,248.98,195.53,356.20,27.44,,,,,0.994,0.0169
54228658,"       (2021 XU3)",,,59800,1.485,0.3020,29.71,79.25,316.71,158.79,21.73,,,,,1.037,0.116
54228660,"       (2021 XV3)",,,59555,2.065,0.5143,1.87,216.38,199.98,4.86,26.11,,,,,1.003,0.0168
54228816,"       (2021 XX3)",,,59800,2.373,0.5137,39.29,83.55,46.34,44.77,20.26,,,,,1.154,0.28
54228817,"       (2021 XY3)",,,59558,1.76,0.5953,8.03,75.19,283.92,21.18,26.69,,,,,0.712,0.00229
54228820,"       (2021 XA4)",,,59555,1.223,0.4502,12.12,75.48,265.65,42.58,26.55,,,,,0.672,0.00983
54228821,"       (2021 XC4)",,,59558,1.415,0.5294,0.95,69.18,277.35,32.80,26.29,,,,,0.666,0.0011
54228822,"       (2021 XE4)",,,59557,2.458,0.5977,17.28,76.87,328.77,6.89,24.19,,,,,0.989,0.05
54228823,"       (2021 XF4)",,,59800,1.208,0.0813,10.10,100.24,338.78,176.94,24.20,,,,,1.110,0.132
54228824,"       (2021 XG4)",,,59557,1.098,0.5922,6.08,76.14,126.30,308.92,24.86,,,,,0.448,0.0154
54228825,"       (2021 XJ4)",,,59557,2.22,0.7262,7.01,74.71,88.25,346.27,27.32,,,,,0.608,0.00707
54228826,"       (2021 XK4)",,,59557,1.007,0.3027,10.89,71.38,254.54,74.64,26.42,,,,,0.702,0.00459
54229471,"       (2021 XN4)",,,59559,1.306,0.2534,23.36,256.75,142.58,21.34,23.79,,,,,0.975,0.0306
54229473,"       (2021 XQ4)",,,59559,1.428,0.5796,0.91,71.65,269.43,31.64,26.76,,,,,0.600,0.000907
54229472,"       (2021 XR4)",,,59557,1.49,0.4400,6.01,258.90,242.83,333.61,26.74,,,,,0.834,0.00493
54229474,"       (2021 XS4)",,,59800,0.9977,0.1890,14.64,257.88,288.75,152.34,25.98,,,,,0.809,0.0326
54229475,"       (2021 XT4)",,,59557,1.765,0.4619,4.99,74.79,34.33,349.11,28.39,,,,,0.950,0.009
54229476,"       (2021 XV4)",,,59557,2.181,0.7099,1.81,257.77,262.94,345.86,28.64,,,,,0.633,0.000465
54229478,"       (2021 XW4)",,,59800,1.414,0.3022,6.59,264.72,120.26,168.89,24.51,,,,,0.987,0.0646
54229477,"       (2021 XX4)",,,59557,1.855,0.5665,0.52,273.12,227.02,343.05,28.59,,,,,0.804,0.00212
54229746,"       (2021 XY4)",,,59559,1.845,0.5954,7.79,72.46,292.56,18.53,23.66,,,,,0.746,0.00464
54229747,"       (2021 XB5)",,,59560,1.846,0.5079,15.64,254.08,138.21,14.72,25.37,,,,,0.908,0.006
54229748,"       (2021 XC5)",,,59558,1.176,0.2224,11.38,75.37,300.70,40.57,27.05,,,,,0.915,0.0139
54229749,"       (2021 XD5)",,,59557,1.459,0.5081,9.31,76.79,277.08,29.94,26.09,,,,,0.718,0.0106
54229750,"       (2021 XE5)",,,59800,2.661,0.6106,0.10,55.13,9.73,57.24,25.46,,,,,1.036,0.0506
54229751,"       (2021 XF5)",,,59800,0.7481,0.3514,3.38,260.23,344.35,214.91,27.70,,,,,0.485,0.00286
54229752,"       (2021 XG5)",,,59559,1.562,0.3381,9.96,254.94,210.25,347.41,25.75,,,,,1.034,0.073
54229753,"       (2021 XH5)",,,59556,1.835,0.5363,2.43,53.79,91.79,340.38,23.67,,,,,0.851,0.0228
54229754,"       (2021 XJ5)",,,59800,1.431,0.3963,12.15,272.37,112.91,166.36,20.98,,,,,0.864,0.035
54229942,"       (2021 XK5)",,,59800,1.232,0.1221,17.00,98.54,326.11,181.92,21.95,,,,,1.082,0.118
54229940,"       (2021 XL5)",,,59559,2.825,0.6547,6.37,74.53,337.05,4.98,25.70,,,,,0.975,0.0128
54229941,"       (2021 XM5)",,,59557,1.153,0.4333,16.30,261.10,50.97,63.77,22.60,,,,,0.653,0.134
54229943,"       (2021 XN5)",,,59800,2.035,0.4572,8.42,272.08,167.25,83.96,23.03,,,,,1.104,0.125
54229944,"       (2021 XO5)",,,59559,2.339,0.5389,1.60,327.55,107.09,0.02,25.01,,,,,1.079,0.0973
54230023,"       (2021 XQ5)",,,59557,1.807,0.5050,4.51,258.11,231.00,343.47,27.72,,,,,0.895,0.0101
54230022,"       (2021 XR5)",,,59557,1.87,0.4838,7.85,257.32,144.94,11.00,27.63,,,,,0.965,0.0242
54230024,"       (2021 XU5)",,,59556,1.717,0.6491,2.03,258.64,268.26,338.26,29.41,,,,,0.602,0.000121
54230025,"       (2021 XV5)",,,59800,1.709,0.4441,2.62,65.03,47.23,93.64,25.60,,,,,0.950,0.015
54230026,"       (2021 XW5)",,,59800,2.056,0.5372,5.89,79.92,332.21,87.57,27.38,,,,,0.951,0.00405
54230027,"       (2021 XY5)",,,59800,2.373,0.6127,4.68,277.57,221.25,49.12,22.35,,,,,0.919,0.00986
54230028,"       (2021 XZ5)",,,59800,0.9337,0.1601,11.62,77.82,241.07,6.20,28.29,,,,,0.784,0.00201
54230029,"       (2021 XA6)",,,59800,0.8906,0.1606,6.74,79.37,223.05,45.04,24.83,,,,,0.748,0.000293
54230076,"       (2021 XB6)",,,59561,2.078,0.6231,0.91,18.67,356.90,14.73,24.06,,,,,0.783,0.0134
54230077,"       (2021 XC6)",,,59800,0.8881,0.3168,9.95,263.90,306.90,184.45,28.30,,,,,0.607,0.00181
54230078,"       (2021 XD6)",,,59800,1.12,0.1838,0.83,89.76,291.43,241.51,28.49,,,,,0.914,0.00284
54230079,"       (2021 XE6)",,,59800,2.065,0.5313,5.26,269.56,152.10,84.61,24.23,,,,,0.968,0.0134
54230081,"       (2021 XF6)",,,59800,0.8736,0.2564,9.78,281.40,1.79,75.54,24.34,,,,,0.650,0.104
54230080,"       (2021 XG6)",,,59800,2.583,0.5805,15.29,269.36,189.75,52.23,24.41,,,,,1.084,0.105
54230482,"       (2021 XH6)",,,59800,1.874,0.4685,6.62,311.01,87.74,107.65,23.84,,,,,0.996,0.107
54230516,"       (2021 XK6)",,,59800,1.455,0.3125,20.95,269.32,178.14,130.98,22.76,,,,,1.000,0.0179
54230517,"       (2021 XL6)",,,59800,1.477,0.3392,23.19,59.89,343.81,144.12,21.19,,,,,0.976,0.00083
54230518,"       (2021 XM6)",,,59563,1.791,0.6403,8.01,269.22,86.99,21.80,24.11,,,,,0.644,0.0015
54231112,"       (2021 XN6)",,,59559,2.488,0.6145,1.52,248.42,225.15,353.13,27.02,,,,,0.959,0.0105
54231438,"       (2021 XR6)",,,59562,1.092,0.2422,5.06,63.15,286.22,64.97,26.41,,,,,0.827,0.00883
54235439,"       (2021 XY6)",,,59800,1.495,0.3409,6.23,79.65,94.59,76.53,22.74,,,,,0.985,0.0896
54231243,"       (2021 YA)",,,59800,1.711,0.5021,1.57,26.64,359.18,122.84,24.18,,,,,0.852,0.0213
54231259,"       (2021 YB)",,,59800,1.018,0.1643,5.22,270.72,268.21,150.80,27.52,,,,,0.851,0.00142
54231260,"       (2021 YC)",,,59800,1.277,0.2237,6.64,85.90,351.38,165.31,25.80,,,,,0.992,0.0105
54231261,"       (2021 YD)",,,59566,1.597,0.4063,14.12,270.41,209.78,346.82,24.27,,,,,0.948,0.00178
54231436,"       (2021 YE)",,,59800,1.659,0.4091,3.41,76.40,336.23,121.72,25.90,,,,,0.981,0.0103
54231437,"       (2021 YG)",,,59800,2.306,0.4788,20.78,266.38,198.31,67.23,20.65,,,,,1.202,0.232
54231439,"       (2021 YH)",,,59566,2.259,0.5738,5.80,80.18,343.21,5.37,27.03,,,,,0.963,0.00422
54231658,"       (2021 YJ)",,,59800,2.304,0.5613,32.35,274.26,176.45,63.08,19.90,,,,,1.011,0.0294
54231688,"       (2021 YK)",,,59800,1.35,0.3214,0.48,288.04,217.77,114.85,27.35,,,,,0.916,0.000884
