"spkid","full_name","name","prefix","epoch_mjd","a","e","i","om","w","ma","H","G","diameter","albedo","rot_per","q","moid"
54231689,"       (2021 YL)",,,59800,0.9437,0.1101,14.71,275.25,317.36,112.80,25.45,,,,,0.840,0.0308
54231690,"       (2021 YM)",,,59800,2.451,0.7700,9.90,319.41,33.13,70.72,18.61,,,,,0.564,0.144
54231691,"       (2021 YN)",,,59800,1.651,0.6932,6.96,91.62,127.09,70.49,21.00,,,,,0.506,0.0529
54231710,"       (2021 YO)",,,59800,2.006,0.4732,34.92,97.40,292.45,103.42,20.46,,,,,1.057,0.278
54231776,"       (2021 YQ)",,,59800,1.859,0.5811,1.32,318.13,211.78,67.35,23.80,,,,,0.779,0.0121
54231777,"       (2021 YR)",,,59800,2.016,0.6000,4.02,97.15,299.91,90.89,25.85,,,,,0.806,0.0019
54231778,"       (2021 YS)",,,59800,2.156,0.5096,7.08,152.17,20.10,40.80,19.91,,,,,1.057,0.0747
54231779,"       (2021 YT)",,,59800,1.88,0.3441,8.11,107.64,1.33,78.17,22.73,,,,,1.233,0.251
54231781,"       (2021 YU)",,,59579,1.358,0.2489,10.23,99.18,306.23,32.78,24.64,,,,,1.020,0.0937
54231780,"       (2021 YV)",,,59800,1.135,0.0920,8.42,277.12,187.61,175.30,26.52,,,,,1.031,0.0496
54232320,"       (2021 YW)",,,59586,1.239,0.7297,6.54,92.37,234.45,44.43,25.08,,,,,0.335,0.00241
54232323,"       (2021 YX)",,,59579,1.903,0.5317,8.12,96.63,54.41,345.18,25.08,,,,,0.891,0.0243
3843455,"       (2022 AA)",,,59800,1.29,0.2549,1.92,123.38,32.10,112.69,24.60,,,,,0.962,0.00278
54232321,"       (2022 AB)",,,59800,0.9728,0.1459,7.11,292.49,296.52,112.82,23.60,,,,,0.831,0.0231
54232322,"       (2022 AC)",,,59800,0.7165,0.4368,4.01,281.51,14.50,140.49,25.32,,,,,0.404,0.00675
54234943,"       (2022 AD)",,,59800,0.9867,0.0585,12.85,109.91,177.40,34.22,24.39,,,,,0.929,0.0623
54235404,"       (2022 AE)",,,59583,2.452,0.6968,13.68,96.51,295.25,11.95,24.58,,,,,0.744,0.00478
54235405,"       (2022 AF)",,,59800,1.751,0.4112,15.38,291.52,165.73,95.04,23.55,,,,,1.031,0.0565
54235406,"       (2022 AG)",,,59800,0.8597,0.1702,3.95,302.75,333.43,98.92,25.10,,,,,0.713,0.00104
54235407,"       (2022 AH)",,,59800,1.327,0.4102,12.84,93.55,292.48,176.30,22.71,,,,,0.783,0.0155
54235408,"       (2022 AJ)",,,59800,1.794,0.5443,9.26,305.54,90.45,108.90,23.60,,,,,0.818,0.0717
54235430,"       (2022 AK)",,,59800,1.153,0.5387,5.85,77.91,260.54,226.22,22.03,,,,,0.532,0.0148
54235431,"       (2022 AL)",,,59800,1.236,0.1926,6.21,286.63,172.99,158.58,27.21,,,,,0.998,0.0166
54235433,"       (2022 AM)",,,59800,1.033,0.3086,9.05,104.40,101.22,137.27,28.18,,,,,0.714,0.0055
54235434,"       (2022 AN)",,,59800,1.853,0.4647,1.13,100.99,15.76,80.16,26.73,,,,,0.992,0.0109
54235435,"       (2022 AO)",,,59800,1.029,0.1885,6.09,90.09,145.35,92.23,23.92,,,,,0.835,0.085
54235437,"       (2022 AP)",,,59800,2.563,0.6202,11.40,73.69,343.26,59.13,21.80,,,,,0.973,0.00462
54235436,"       (2022 AQ)",,,59585,1.198,0.2837,16.43,104.58,289.53,43.07,27.04,,,,,0.858,0.0174
54235438,"       (2022 AR)",,,59587,1.904,0.4036,57.27,109.74,46.94,340.77,20.95,,,,,1.136,0.255
54235440,"       (2022 AS)",,,59800,1.907,0.5181,51.70,131.62,73.68,52.35,19.22,,,,,0.919,0.201
54235441,"       (2022 AT)",,,59584,1.89,0.4692,12.60,287.28,207.02,350.32,25.29,,,,,1.003,0.0474
54235463,"       (2022 AU)",,,59800,1.437,0.3493,4.70,103.60,323.05,141.40,29.13,,,,,0.935,0.00195
54235464,"       (2022 AV)",,,59584,1.949,0.4935,1.36,299.77,151.69,4.04,27.75,,,,,0.987,0.0105
54235465,"       (2022 AW)",,,59800,1.272,0.3671,5.23,104.66,84.68,103.19,24.33,,,,,0.805,0.0207
54235466,"       (2022 AX)",,,59800,0.9132,0.2826,1.99,289.40,47.24,343.71,26.77,,,,,0.655,0.0071
54235467,"       (2022 AY)",,,59585,2.871,0.6589,10.85,102.68,332.37,4.56,25.45,,,,,0.979,0.0308
54235469,"       (2022 AZ)",,,59800,1.123,0.4287,6.38,289.72,280.05,125.06,23.91,,,,,0.642,0.00209
54235468,"       (2022 AA1)",,,59588,2.585,0.6278,2.95,177.27,338.05,351.86,22.66,,,,,0.962,0.00183
54235470,"       (2022 AB1)",,,59800,1.519,0.3530,5.88,106.08,348.59,117.97,28.47,,,,,0.983,0.00529
54235471,"       (2022 AC1)",,,59800,1.759,0.5456,8.14,250.47,307.48,61.83,20.86,,,,,0.799,0.033
54235472,"       (2022 AD1)",,,59800,0.8333,0.3366,5.15,107.74,208.37,43.15,25.70,,,,,0.553,0.0209
54235473,"       (2022 AE1)",,,59800,1.47,0.5459,6.29,102.20,268.30,150.00,23.50,,,,,0.668,0.000181
54235474,"       (2022 AF1)",,,59587,2.202,0.6011,6.70,103.03,49.67,349.67,24.74,,,,,0.879,0.0101
54235475,"       (2022 AG1)",,,59800,0.9547,0.1517,23.32,106.05,151.00,86.15,25.14,,,,,0.810,0.091
54235476,"       (2022 AH1)",,,59800,2.75,0.7200,5.07,76.88,318.34,58.79,21.53,,,,,0.770,0.0283
54235477,"       (2022 AJ1)",,,59587,1.874,0.5202,8.14,102.49,316.65,14.48,27.86,,,,,0.899,0.00398
54235478,"       (2022 AK1)",,,59587,1.654,0.6865,4.28,330.08,23.53,24.31,22.38,,,,,0.518,0.0617
54235479,"       (2022 AL1)",,,59587,2.485,0.5915,8.65,289.99,180.39,359.81,26.28,,,,,1.015,0.0316
54235480,"       (2022 AM1)",,,59587,2.31,0.6001,1.10,76.89,344.95,9.96,26.95,,,,,0.924,0.00588
54235524,"       (2022 AO1)",,,59800,1.946,0.5870,1.39,105.63,297.52,93.41,29.60,,,,,0.804,0.00125
54235525,"       (2022 AP1)",,,59588,0.7326,0.4492,2.90,103.12,204.30,133.10,28.36,,,,,0.404,0.00102
54235526,"       (2022 AQ1)",,,59586,1.125,0.2567,15.25,284.61,272.89,298.78,25.83,,,,,0.836,0.0142
54235527,"       (2022 AR1)",,,59586,1.613,0.6306,0.55,206.41,161.73,27.68,24.86,,,,,0.596,0.0089
54235528,"       (2022 AT1)",,,59800,1.983,0.5576,8.73,284.18,132.53,88.25,26.22,,,,,0.877,0.00483
54235529,"       (2022 AU1)",,,59591,2.565,0.9274,26.22,92.90,182.73,347.83,19.96,,,,,0.186,0.306
54235530,"       (2022 AY1)",,,59800,1.194,0.2389,25.52,107.28,117.67,79.33,22.02,,,,,0.908,0.00326
54235531,"       (2022 AZ1)",,,59587,1.975,0.4846,8.77,290.27,201.27,353.45,24.27,,,,,1.018,0.0481
54235532,"       (2022 AA2)",,,59800,1.32,0.2749,8.83,292.72,213.07,117.07,26.30,,,,,0.957,0.00744
54235533,"       (2022 AB2)",,,59800,1.089,0.1246,9.98,287.91,99.49,252.43,24.80,,,,,0.953,0.0563
54235534,"       (2022 AC2)",,,59800,2.153,0.5640,63.13,111.06,80.95,42.10,20.21,,,,,0.939,0.309
54235535,"       (2022 AD2)",,,59588,1.688,0.3783,44.00,102.69,352.40,3.74,22.54,,,,,1.049,0.0685
54235536,"       (2022 AE2)",,,59800,1.235,0.2795,8.87,287.99,234.94,120.29,25.87,,,,,0.890,0.000685
54235537,"       (2022 AF2)",,,59586,1.064,0.0343,21.77,101.05,339.80,19.83,24.67,,,,,1.027,0.046
54235538,"       (2022 AG2)",,,59800,2.461,0.6069,4.56,107.88,23.94,49.26,27.39,,,,,0.968,0.0088
54235539,"       (2022 AH2)",,,59800,1.308,0.1775,18.12,287.52,233.28,101.58,24.60,,,,,1.076,0.151
54235540,"       (2022 AJ2)",,,59586,1.89,0.5268,13.33,106.91,284.47,22.62,23.54,,,,,0.894,0.104
54235541,"       (2022 AK2)",,,59800,0.7919,0.4508,8.25,101.89,212.67,52.69,26.20,,,,,0.435,0.0113
54235661,"       (2022 AL2)",,,59800,1.643,0.2629,33.07,290.47,103.75,144.57,21.41,,,,,1.211,0.41
54235660,"       (2022 AM2)",,,59586,2.011,0.5064,12.33,101.78,324.70,12.77,25.23,,,,,0.993,0.056
54235662,"       (2022 AN2)",,,59800,2.39,0.6262,12.60,92.69,327.97,69.54,21.62,,,,,0.893,0.0228
54235663,"       (2022 AO2)",,,59586,0.983,0.0389,32.50,107.54,227.02,132.07,24.19,,,,,0.945,0.0248
54235664,"       (2022 AP2)",,,59590,2.609,0.5728,0.81,189.84,223.54,16.42,22.30,,,,,1.115,0.125
54235665,"       (2022 AQ2)",,,59800,1.141,0.1494,3.12,105.91,45.87,140.24,26.29,,,,,0.971,0.0151
54235666,"       (2022 AR2)",,,59800,1.484,0.3348,19.02,286.87,178.89,116.83,27.66,,,,,0.987,0.00555
54235667,"       (2022 AS2)",,,59800,1.267,0.2156,0.97,104.35,0.01,149.22,28.95,,,,,0.994,0.0119
54235668,"       (2022 AT2)",,,59800,1.452,0.3367,6.16,113.63,22.68,105.54,26.95,,,,,0.963,0.000363
54235669,"       (2022 AU2)",,,59800,2.426,0.5528,6.25,115.38,32.52,46.43,22.55,,,,,1.085,0.113
54235670,"       (2022 AV2)",,,59587,1.274,0.2705,19.29,287.39,120.17,37.34,24.81,,,,,0.929,0.0477
54235671,"       (2022 AW2)",,,59586,1.807,0.4350,7.72,105.74,339.20,8.52,25.19,,,,,1.021,0.0489
54235673,"       (2022 AY2)",,,59800,2.41,0.6147,10.94,42.07,332.18,70.27,19.80,,,,,0.929,0.013
54235674,"       (2022 AZ2)",,,59800,2.485,0.6101,6.69,105.59,336.13,58.75,27.75,,,,,0.969,0.0122
54235676,"       (2022 AA3)",,,59800,2.362,0.6951,7.81,96.58,123.29,39.33,20.52,,,,,0.720,0.038
54235678,"       (2022 AH3)",,,59586,1.262,0.4872,0.88,31.14,175.14,319.13,24.31,,,,,0.647,0.015
54235677,"       (2022 AJ3)",,,59800,1.243,0.3852,2.50,203.12,173.69,203.63,23.60,,,,,0.764,0.0407
54235679,"       (2022 AK3)",,,59800,2.53,0.5444,2.69,292.72,202.77,46.51,23.92,,,,,1.153,0.169
54235680,"       (2022 AL3)",,,59800,1.06,0.5838,16.80,286.35,333.90,99.21,22.06,,,,,0.441,0.155
54235681,"       (2022 AM3)",,,59800,1.032,0.1877,6.68,111.58,259.37,274.10,26.57,,,,,0.838,0.0253
54236421,"       (2022 AO3)",,,59800,1.302,0.0772,27.25,105.68,218.97,258.85,21.28,,,,,1.201,0.203
54236422,"       (2022 AP3)",,,59800,1.336,0.2043,2.46,288.01,214.52,112.97,25.50,,,,,1.063,0.0816
54236423,"       (2022 AQ3)",,,59590,1.292,0.2610,6.37,111.06,309.60,30.47,26.50,,,,,0.955,0.0279
54236424,"       (2022 AR3)",,,59587,2.38,0.6301,1.89,129.14,280.69,12.15,25.37,,,,,0.880,0.019
54236425,"       (2022 AS3)",,,59800,1.458,0.3151,2.66,119.91,9.77,108.44,25.87,,,,,0.999,0.0166
54236426,"       (2022 AT3)",,,59800,1.259,0.1637,7.75,300.20,174.57,144.79,25.21,,,,,1.053,0.0711
54236427,"       (2022 AU3)",,,59800,2.391,0.5007,8.59,134.11,358.08,50.24,21.36,,,,,1.194,0.21
54236428,"       (2022 AV3)",,,59800,1.322,0.4084,2.71,259.53,287.37,100.37,25.43,,,,,0.782,0.00454
54236429,"       (2022 AX3)",,,59800,3.074,0.5851,22.59,123.04,62.91,26.60,19.14,,,,,1.275,0.428
54236430,"       (2022 AY3)",,,59589,2.956,0.6763,24.65,295.21,218.00,353.82,24.27,,,,,0.957,0.0526
54236435,"       (2022 AZ3)",,,59800,2.051,0.7658,7.63,239.37,338.87,45.25,20.74,,,,,0.480,0.111
54236431,"       (2022 AA4)",,,59800,1.145,0.1654,2.46,113.60,40.46,137.59,27.86,,,,,0.955,0.00286
54236436,"       (2022 AB4)",,,59800,1.247,0.3500,3.99,112.41,69.84,111.35,26.79,,,,,0.810,0.00135
54236433,"       (2022 AC4)",,,59800,1.364,0.3323,5.83,110.28,45.61,107.22,29.08,,,,,0.911,0.00128
54236432,"       (2022 AD4)",,,59800,0.8837,0.1438,9.09,109.59,152.39,106.37,27.56,,,,,0.757,0.00875
54236434,"       (2022 AE4)",,,59800,1.124,0.4632,33.88,115.60,115.76,109.52,23.51,,,,,0.604,0.0874
54236437,"       (2022 AS4)",,,59586,1.965,0.5363,7.94,281.78,136.02,13.89,26.41,,,,,0.911,0.0125
54236438,"       (2022 AT4)",,,59800,1.941,0.3700,7.13,92.90,28.94,71.95,23.85,,,,,1.223,0.248
54236440,"       (2022 AU4)",,,59589,1.34,0.1721,31.03,115.02,332.36,17.50,24.20,,,,,1.109,0.143
54236439,"       (2022 AV4)",,,59800,1.31,0.2268,4.31,114.09,24.46,118.89,25.75,,,,,1.013,0.0372
54236441,"       (2022 AW4)",,,59800,1.393,0.1792,4.66,296.51,210.10,104.66,23.86,,,,,1.143,0.163
54236442,"       (2022 AX4)",,,59800,1.096,0.2057,5.16,292.82,262.12,119.87,26.11,,,,,0.870,0.0157
54236443,"       (2022 AY4)",,,59800,2.469,0.6957,1.33,107.58,292.89,64.72,29.70,,,,,0.751,0.000924
54236444,"       (2022 AZ4)",,,59600,1.378,0.3833,13.18,122.70,269.23,49.78,23.09,,,,,0.850,0.0797
54236446,"       (2022 AA5)",,,59800,1.62,0.4227,0.56,180.65,356.56,74.93,23.63,,,,,0.936,0.00581
54236445,"       (2022 AB5)",,,59800,2.155,0.4585,7.35,117.00,355.06,67.46,23.16,,,,,1.167,0.185
54236541,"       (2022 AE5)",,,59800,2.051,0.5150,7.78,113.39,347.08,73.38,25.30,,,,,0.995,0.0194
54236542,"       (2022 AF5)",,,59800,1.081,0.2802,5.42,100.45,101.91,124.20,26.66,,,,,0.778,0.0226
54236571,"       (2022 AJ5)",,,59800,2.328,0.4882,0.95,234.68,230.36,64.58,20.78,,,,,1.192,0.21
54236572,"       (2022 AK5)",,,59800,2.018,0.5142,6.29,292.67,126.23,89.85,24.15,,,,,0.980,0.0604
54236573,"       (2022 AL5)",,,59589,1.371,0.2419,7.35,115.27,2.21,354.34,26.63,,,,,1.040,0.0559
54236574,"       (2022 AM5)",,,59800,0.8163,0.4674,12.44,118.65,188.84,48.90,23.48,,,,,0.435,0.108
54236575,"       (2022 AN5)",,,59800,1.125,0.1984,3.44,134.16,48.55,120.47,26.08,,,,,0.902,0.0108
54236576,"       (2022 AO5)",,,59600,1.992,0.4638,4.51,327.10,158.00,358.74,25.41,,,,,1.068,0.0877
54236577,"       (2022 AP5)",,,59800,1.833,0.4506,8.86,298.02,153.33,90.00,25.07,,,,,1.007,0.047
54236578,"       (2022 AQ5)",,,59800,1.658,0.3754,8.88,295.39,164.89,100.84,24.97,,,,,1.036,0.0598
54236579,"       (2022 AR5)",,,59589,2.02,0.5361,11.15,107.06,325.08,10.03,26.81,,,,,0.937,0.0114
54236580,"       (2022 AS5)",,,59800,1.44,0.3303,9.48,294.30,212.79,101.95,26.49,,,,,0.964,0.0167
54236581,"       (2022 AT5)",,,59800,0.8322,0.2625,15.22,290.83,328.26,142.33,27.70,,,,,0.614,0.0127
54236582,"       (2022 AU5)",,,59592,1.545,0.3512,6.09,297.70,185.34,355.71,26.20,,,,,1.003,0.0195
54236583,"       (2022 AV5)",,,59591,1.147,0.3928,31.29,293.11,276.34,307.14,24.45,,,,,0.697,0.0239
54236584,"       (2022 AW5)",,,59800,1.774,0.3248,36.67,121.40,274.88,132.06,21.44,,,,,1.198,0.479
54236585,"       (2022 AX5)",,,59800,2.105,0.4918,28.71,317.00,83.14,100.99,20.37,,,,,1.070,0.346
54236586,"       (2022 AY5)",,,59800,1.574,0.4270,0.83,291.53,134.50,121.99,29.20,,,,,0.902,0.000571
54236614,"       (2022 AZ5)",,,59800,1.874,0.3717,5.40,19.81,88.05,81.35,22.89,,,,,1.178,0.22
54236615,"       (2022 AA6)",,,59594,1.388,0.2749,4.64,298.97,190.79,352.00,27.16,,,,,1.006,0.024
54236616,"       (2022 AB6)",,,59600,1.171,0.3860,3.89,23.84,334.93,73.10,22.92,,,,,0.719,0.0591
54236617,"       (2022 AD6)",,,59800,2.304,0.7421,5.60,173.49,209.39,78.04,20.96,,,,,0.594,0.0847
54236618,"       (2022 AE6)",,,59590,2.582,0.6334,5.04,127.43,19.77,352.94,25.64,,,,,0.947,0.00782
54236619,"       (2022 AF6)",,,59800,2.148,0.5051,8.65,280.59,168.98,73.72,23.73,,,,,1.063,0.0838
54236620,"       (2022 AG6)",,,59800,1.418,0.2928,1.21,327.19,160.55,112.65,26.36,,,,,1.003,0.0205
54236937,"       (2022 AO6)",,,59800,1.503,0.3468,9.13,292.80,168.72,116.33,25.26,,,,,0.981,0.00405
54236938,"       (2022 AS6)",,,59800,1.266,0.1344,13.53,297.38,156.81,157.67,24.84,,,,,1.096,0.122
54236939,"       (2022 AT6)",,,59595,1.625,0.4250,45.11,295.20,123.58,22.51,23.23,,,,,0.934,0.0871
54237993,"       (2022 AV6)",,,59800,2.397,0.4642,7.34,55.73,35.39,63.70,21.77,,,,,1.284,0.312
54237992,"       (2022 AW6)",,,59594,2.197,0.6550,8.84,342.78,219.08,342.92,22.81,,,,,0.758,0.0639
54237994,"       (2022 AX6)",,,59593,2.345,0.6315,7.05,106.67,316.08,9.91,26.80,,,,,0.864,0.00531
54237995,"       (2022 AY6)",,,59593,2.101,0.7435,0.81,108.96,101.84,344.16,26.30,,,,,0.539,0.00207
54238326,"       (2022 AB7)",,,59800,1.124,0.1420,6.48,321.43,92.80,218.32,24.85,,,,,0.964,0.0617
54238327,"       (2022 AC7)",,,59800,1.139,0.1818,4.16,289.51,229.73,135.91,30.14,,,,,0.932,0.00159
54239517,"       (2022 AK7)",,,59800,2.64,0.5189,26.13,243.83,296.96,21.37,20.13,,,,,1.270,0.423
54239714,"       (2022 AP7)",,,59800,2.924,0.7151,13.84,192.38,113.59,25.86,17.10,,,,,0.833,0.0472
54239778,"       (2022 AZ7)",,,59800,2.557,0.6592,13.16,185.66,78.24,34.34,17.76,,,,,0.871,0.103
54239893,"       (2022 AB9)",,,59800,2.328,0.4442,5.13,153.18,282.74,78.88,20.39,,,,,1.294,0.325
54243529,"       (2022 AV13)",,,59800,1.323,0.3168,0.05,150.30,265.83,164.96,31.82,,,,,0.904,0.00044
54246997,"       (2022 AC30)",,,59800,1.796,0.2873,17.87,342.02,173.20,82.09,19.20,,,,,1.280,0.292
54239541,"       (2022 BA)",,,59800,0.8079,0.4022,28.45,111.20,223.42,17.21,21.36,,,,,0.483,0.0199
54239542,"       (2022 BB)",,,59800,1.708,0.4292,4.69,305.81,198.95,79.19,27.15,,,,,0.975,0.00486
54239556,"       (2022 BC)",,,59602,2.088,0.5137,7.45,111.92,351.74,5.08,25.38,,,,,1.015,0.034
54239557,"       (2022 BD)",,,59601,1.53,0.3263,12.39,116.33,10.88,357.08,25.62,,,,,1.031,0.0503
54239558,"       (2022 BE)",,,59800,1.298,0.2936,8.70,120.36,311.95,159.78,28.11,,,,,0.917,0.00594
54239560,"       (2022 BF)",,,59800,1.679,0.5061,3.04,308.30,235.66,69.82,27.12,,,,,0.829,0.00191
54239559,"       (2022 BH)",,,59800,1.331,0.3132,1.99,108.98,322.52,153.40,26.04,,,,,0.914,0.00426
54239715,"       (2022 BJ)",,,59800,2.393,0.8006,6.81,102.46,278.71,65.52,21.46,,,,,0.477,0.00503
54239717,"       (2022 BK)",,,59800,2.466,0.5800,10.71,302.05,189.79,48.03,22.70,,,,,1.036,0.056
54239716,"       (2022 BL)",,,59800,2.906,0.6525,17.43,101.45,72.54,28.25,21.84,,,,,1.010,0.212
54239718,"       (2022 BM)",,,59800,2.348,0.6462,18.58,28.32,349.99,84.37,20.20,,,,,0.830,0.149
54239737,"       (2022 BN)",,,59800,1.895,0.5966,3.19,303.49,113.47,90.64,28.47,,,,,0.765,0.000486
54239779,"       (2022 BQ)",,,59800,0.9415,0.2152,13.03,303.96,57.43,312.68,25.97,,,,,0.739,0.0241
54239780,"       (2022 BR)",,,59800,1.827,0.4320,3.00,317.82,168.95,77.05,25.92,,,,,1.038,0.0551
54239783,"       (2022 BS)",,,59606,1.575,0.3551,36.78,305.97,214.92,344.18,23.93,,,,,1.016,0.0786
54239784,"       (2022 BT)",,,59800,1.18,0.1831,3.93,303.74,149.17,172.72,29.82,,,,,0.964,0.00155
54239785,"       (2022 BU)",,,59800,2.377,0.5759,0.74,118.79,358.82,54.27,27.06,,,,,1.008,0.0257
54239786,"       (2022 BV)",,,59604,1.752,0.3899,22.79,302.38,145.07,15.81,23.66,,,,,1.069,0.131
54239830,"       (2022 BW)",,,59800,1.953,0.4739,6.25,296.70,227.36,58.62,23.94,,,,,1.028,0.0788
54239831,"       (2022 BX)",,,59800,1.669,0.3430,9.97,111.35,9.46,90.29,24.06,,,,,1.096,0.116
54239832,"       (2022 BY)",,,59800,1.368,0.2537,7.02,313.70,186.43,112.18,26.17,,,,,1.021,0.037
54239833,"       (2022 BZ)",,,59600,1.88,0.4858,5.20,91.00,89.97,337.40,24.14,,,,,0.967,0.0785
54239834,"       (2022 BA1)",,,59800,1.097,0.4983,27.84,123.66,126.58,100.36,22.58,,,,,0.550,0.113
54239836,"       (2022 BB1)",,,59606,1.293,0.4694,18.57,125.59,91.31,321.14,25.11,,,,,0.686,0.0105
54239835,"       (2022 BC1)",,,59800,1.549,0.3366,7.47,292.58,163.34,113.03,23.64,,,,,1.028,0.0518
54239837,"       (2022 BD1)",,,59606,1.701,0.7704,0.29,138.08,101.36,340.08,29.32,,,,,0.391,0.000931
54239838,"       (2022 BE1)",,,59800,0.9302,0.1141,4.44,302.81,44.31,343.83,28.36,,,,,0.824,0.0112
54239840,"       (2022 BF1)",,,59800,1.153,0.3913,10.31,130.74,96.84,99.38,25.26,,,,,0.702,0.016
54239839,"       (2022 BG1)",,,59605,1.555,0.3203,11.45,305.49,185.35,356.74,25.64,,,,,1.057,0.0733
54239841,"       (2022 BH1)",,,59800,2.33,0.8662,8.62,316.21,46.60,74.12,20.91,,,,,0.312,0.0388
54239844,"       (2022 BJ1)",,,59608,1.758,0.6043,6.72,142.54,64.45,336.25,22.55,,,,,0.696,0.0249
54239843,"       (2022 BK1)",,,59800,2.054,0.4898,7.16,138.27,315.22,76.68,23.38,,,,,1.048,0.1
54239842,"       (2022 BL1)",,,59605,1.176,0.2775,5.76,296.43,101.81,56.96,25.88,,,,,0.850,0.0163
54239845,"       (2022 BM1)",,,59605,1.717,0.5638,1.99,149.83,257.87,23.20,26.56,,,,,0.749,0.0026
54239847,"       (2022 BN1)",,,59800,1.025,0.1012,10.00,303.78,85.49,270.98,26.63,,,,,0.921,0.00791
54239846,"       (2022 BO1)",,,59800,2.18,0.6121,1.29,313.20,120.45,70.87,27.48,,,,,0.846,0.0034
54239848,"       (2022 BP1)",,,59606,2.35,0.5901,4.49,125.64,27.77,354.35,28.16,,,,,0.963,0.00902
54239849,"       (2022 BQ1)",,,59800,2.293,0.5320,3.73,133.04,357.55,53.71,24.36,,,,,1.073,0.0891
54239850,"       (2022 BR1)",,,59613,2.745,0.6639,1.56,2.99,83.82,7.97,25.18,,,,,0.923,0.0206
54239886,"       (2022 BT1)",,,59800,1.792,0.5232,7.23,116.47,93.00,49.75,22.78,,,,,0.854,0.0605
54239887,"       (2022 BU1)",,,59800,1.75,0.3999,24.95,322.97,137.15,95.54,21.44,,,,,1.050,0.137
54239888,"       (2022 BV1)",,,59800,1.294,0.2021,12.32,306.59,215.35,106.34,24.20,,,,,1.033,0.0747
54239890,"       (2022 BW1)",,,59611,1.102,0.3263,11.69,128.28,255.07,69.15,25.41,,,,,0.742,0.0449
54239889,"       (2022 BX1)",,,59800,1.512,0.4251,2.95,289.77,300.50,55.90,21.65,,,,,0.870,0.000477
54239892,"       (2022 BY1)",,,59607,2.391,0.8318,21.77,307.46,288.27,348.57,27.84,,,,,0.402,0.0039
54239891,"       (2022 BZ1)",,,59607,1.554,0.3443,14.64,127.16,336.46,11.40,25.99,,,,,1.019,0.0529
54239894,"       (2022 BB2)",,,59800,0.7324,0.5668,8.01,127.92,204.45,55.02,26.51,,,,,0.317,0.0112
54239895,"       (2022 BC2)",,,59800,1.337,0.3147,6.67,132.42,91.38,70.90,22.72,,,,,0.916,0.0621
54240279,"       (2022 BF2)",,,59800,2.018,0.6450,7.94,132.22,268.04,89.04,22.95,,,,,0.716,0.0301
54240280,"       (2022 BG2)",,,59607,1.874,0.5663,5.41,318.48,104.56,18.38,24.99,,,,,0.813,0.026
54240281,"       (2022 BH2)",,,59609,1.528,0.6249,4.34,130.78,99.69,331.42,25.27,,,,,0.573,0.00597
54240282,"       (2022 BJ2)",,,59800,2.363,0.5760,7.25,146.65,21.02,43.33,24.58,,,,,1.002,0.0293
54240283,"       (2022 BK2)",,,59800,1.542,0.2770,12.54,129.75,18.73,89.27,24.13,,,,,1.115,0.138
54240284,"       (2022 BL2)",,,59800,0.9256,0.0888,8.04,307.97,339.26,57.97,28.11,,,,,0.843,0.0172
54240285,"       (2022 BM2)",,,59614,2.511,0.7061,0.88,346.14,71.74,12.59,24.90,,,,,0.738,0.000626
54240286,"       (2022 BN2)",,,59800,1.069,0.2746,5.91,308.50,269.63,112.98,29.76,,,,,0.775,0.000985
54240287,"       (2022 BO2)",,,59607,1.364,0.2533,24.97,306.56,162.30,10.64,25.95,,,,,1.019,0.0436
54240288,"       (2022 BP2)",,,59800,2.128,0.6489,0.92,293.07,124.73,75.42,27.05,,,,,0.747,0.00319
54240289,"       (2022 BQ2)",,,59800,1.753,0.4356,9.64,314.68,149.97,90.79,25.10,,,,,0.989,0.0365
54240291,"       (2022 BR2)",,,59800,1.228,0.1176,8.38,293.95,241.76,102.40,24.38,,,,,1.083,0.137
54240292,"       (2022 BS2)",,,59800,1.025,0.0824,14.12,313.89,294.14,70.80,25.35,,,,,0.941,0.0276
54240293,"       (2022 BT2)",,,59606,1.292,0.2284,16.07,127.20,44.45,331.87,26.20,,,,,0.997,0.0609
54240294,"       (2022 BU2)",,,59800,1.778,0.5020,35.94,138.98,101.86,40.51,20.35,,,,,0.886,0.15
54240295,"       (2022 BW2)",,,59605,1.547,0.3366,5.78,127.07,357.27,0.79,27.82,,,,,1.026,0.0418
54240398,"       (2022 BZ2)",,,59605,2.48,0.4811,23.60,160.22,254.49,28.80,19.88,,,,,1.287,0.475
54240296,"       (2022 BA3)",,,59800,2.102,0.4767,5.39,291.54,257.04,43.65,22.09,,,,,1.100,0.141
54240297,"       (2022 BB3)",,,59800,1.044,0.3162,11.04,101.52,163.43,73.50,22.88,,,,,0.714,0.168
54240298,"       (2022 BC3)",,,59800,1.938,0.3939,3.94,180.03,251.33,100.33,21.05,,,,,1.175,0.202
54240300,"       (2022 BE3)",,,59605,2.793,0.7739,2.87,325.12,71.82,10.97,25.09,,,,,0.632,0.00918
54240301,"       (2022 BF3)",,,59612,2.856,0.5997,1.23,196.20,269.79,5.11,23.87,,,,,1.144,0.162
54240302,"       (2022 BG3)",,,59609,1.812,0.4268,5.52,127.50,24.15,351.87,26.41,,,,,1.038,0.0606
54240399,"       (2022 BH3)",,,59800,2.11,0.5887,4.12,308.27,132.21,72.90,26.33,,,,,0.868,0.00107
54240400,"       (2022 BJ3)",,,59800,2.773,0.6627,28.80,87.37,352.02,56.21,19.70,,,,,0.935,0.0435
